"ID","LC_Did_English","Did_Maths","LC_Maths_Level","LC_English_Level","LC_Maths_Points","LC_English_Points","TIPI_Agreeable_YP_W4","TIPI_EmoStab_YP_W4","TIPI_Cons_YP_W4","TIPI_Extra_YP_W4","TIPI_Open_YP_W4","CognitiveNamingFruit_W4","TIPI_Agreeable_PCG_W4","TIPI_EmoStab_PCG_W4","TIPI_Cons_PCG_W4","TIPI_Extra_PCG_W4","TIPI_Open_PCG_W4","Grinds_All_Subjects_W4","Grinds_English_W4","Grinds_Maths_W4","TIPI_Extra_YP_W3","TIPI_Agreeable_YP_W3","TIPI_Cons_YP_W3","TIPI_EmoStab_YP_W3","TIPI_Open_YP_W3","TIPI_Extra_PCG_W3","TIPI_Agreeable_PCG_W3","TIPI_Cons_PCG_W3","TIPI_EmoStab_PCG_W3","TIPI_Open_PCG_W3","TIPI_Extra_SCG_W3","TIPI_Agreeable_SCG_W3","TIPI_Cons_SCG_W3","TIPI_EmoStab_SCG_W3","TIPI_Open_SCG_W3","SDQ_Emo_PCG_W3","SDQ_Conduct_PCG_W3","SDQ_Hyper_PCG_W3","SDQ_Peer_PCG_W3","SDQ_Emo_SCG_W3","SDQ_Conduct_SCG_W3","SDQ_Hyper_SCG_W3","SDQ_Peer_SCG_W3","Cog_Naming_Total_W3","Cog_Maths_Total_W3","Cog_Vocabulary_W3","Gender_YP_W3","PCG_Educ_W3","SCG_Educ_W3","Income_Quin_Eq_W3","DEIS_W3","School_Type_W3","Number_Boys_School_W3","Number_Girls_School_W3","SDQ_Emo_Res_PCG_W3","SDQ_Good_Conduct_PCG_W3","SDQ_Focus_Behav_PCG_W3","SDQ_Posi_Peer_PCG_W3","SDQ_Emo_Res_SCG_W3","SDQ_Good_Conduct_SCG_W3","SDQ_Focus_Behav_SCG_W3","SDQ_Posi_Peer_SCG_W3","Fee_Paying_W3","Non_Fee_Paying_W3","Vocational_W3","Community_College_W3","Comprehensive_School_W3","School_Gender_Type","Girls_Only_School","Boys_Only_School","Mixed_School","School_Gender_Type_W3","Girls_Only_School_W3","Boys_Only_School_W3","Mixed_W3","JC_English_Points","Cog_VR_W2","Cog_NA_W2","Cog_Matrices_W2","SDQ_Emo_Res_PCG_W2","SDQ_Good_Conduct_PCG_W2","SDQ_Focus_Behav_PCG_W2","SDQ_Posi_Peer_PCG_W2","PCG_Educ_W2","SCG_Educ_W2","Income_Quin_Eq_W2","JC_Maths_Points","TIPI_Agreeable_PCG_W2","TIPI_Cons_PCG_W2","TIPI_EmoStab_PCG_W2","TIPI_Extra_PCG_W2","TIPI_Open_PCG_W2","DEIS_W2","Fee_Paying_W2","Mixed_W2","Gender_YP_W2"
1536000,1,1,"Higher","Ordinary/Foundation",110,NA,4.5,4,5.5,5,5.5,19,4.5,2.5,4.5,4,4,0,NA,NA,5.5,3.5,5.5,5.5,5.5,6.5,6.5,7,6.5,5,6.5,5.5,7,5.5,5.5,0,1,0,1,0,1,0,1,29,4,9,1,6,6,5,1,4,3,3,10,8,10,9,10,8,10,9,0,0,0,1,0,"Mixed",0,0,1,"Mixed",0,0,1,10,70,90,121,8,9,8,10,6,6,1,11,1.5,7,3.5,3.5,6.5,1,0,1,1
1537000,1,1,"Ordinary","Higher",28,28,6,6,3,7,4,14,4,2.5,4,1.5,3.5,0,0,1,7,5,4,5,7,7,7,4,6.5,5.5,7,7,4.5,7,7,0,0,6,0,0,0,4,0,27,2,5,1,2,2,1,1,4,3,3,10,9,4,10,10,9,6,10,0,0,0,1,0,"Mixed",0,0,1,"Mixed",0,0,1,11,25,55,103,9,10,3,10,2,2,1,7,7,4,7,5.5,7,1,0,1,1
1538000,1,1,"Ordinary","Higher",40,40,5.5,5,6,5.5,5.5,14,5,3.5,7,5.5,6,1,NA,NA,6.5,6,6.5,6,6.5,3,6.5,7,6,5,2.5,6.5,5.5,6.5,3,1,0,3,1,1,0,4,1,NA,NA,NA,1,2,3,1,0,5,5,5,9,9,7,9,9,9,6,9,0,0,0,0,1,"Mixed",0,0,1,"Mixed",0,0,1,10,80,60,117,10,10,7,9,2,3,3,9,7,7,7,2,4.5,0,0,1,NA
1539000,1,1,"Higher","Higher",95,95,4.5,3,6.5,5.5,5,17,5,5,6,6,5,1,NA,NA,5.5,4.5,6,3.5,4.5,5.5,7,7,6.5,4.5,4,6.5,6.5,5.5,4.5,1,0,0,4,2,0,1,1,23,4,3,1,4,6,4,0,2,5,0,9,9,10,6,8,9,9,9,0,1,0,0,0,"Boys Only",0,1,0,"Boys Only",0,1,0,11,35,70,121,8,9,9,9,4,NA,5,11,7,7,5.5,5,7,0,0,0,1
1540000,1,1,"Ordinary","Higher",15,15,4,4,4.5,5,5.5,14,6,2.5,7,6.5,7,0,NA,NA,3.5,4.5,4.5,3,7,7,7,2,4,2.5,4,5,4.5,4.5,4,1,0,4,1,4,2,6,4,14,3,8,1,3,3,3,0,2,5,0,9,9,6,9,6,7,4,6,0,1,0,0,0,"Boys Only",0,1,0,"Boys Only",0,1,0,11,95,45,124,6,5,2,8,3,3,5,8,5,2,3,2,4.5,0,0,0,1
1541000,1,1,"Higher","Higher",80,80,5,2,4.5,4,5.5,14,7,7,7,5.5,6,1,NA,NA,4.5,4,5.5,4,6,4,4.5,4.5,7,6,4,4,4.5,6.5,6,2,1,3,0,3,1,4,0,22,4,8,1,5,5,NA,0,2,5,0,8,8,7,10,7,8,6,10,0,1,0,0,0,"Boys Only",0,1,0,"Boys Only",0,1,0,10,80,95,114,9,10,9,10,4,5,5,11,7,7,7,3,5.5,0,0,0,1
1543000,1,1,"Higher","Higher",95,95,3.5,4.5,4.5,5,6,16,5,4.5,7,4,4.5,1,NA,NA,4,2.5,5,4.5,6,4.5,6.5,4.5,4.5,4.5,NA,NA,NA,NA,NA,2,0,0,2,NA,NA,NA,NA,25,4,10,1,3,NA,2,1,3,4,4,8,9,10,8,NA,NA,NA,NA,0,0,1,0,0,"Mixed",0,0,1,"Mixed",0,0,1,11,75,80,161,8,10,7,8,4,4,NA,10,2,7,1,1.5,7,1,0,1,1
1544000,1,1,"Ordinary","Higher",60,60,5,4,6.5,5,5.5,14,6,6,6,6.5,4.5,1,NA,NA,5.5,6,7,4,6.5,2.5,7,7,2.5,5.5,4.5,7,6.5,4.5,4.5,2,0,0,0,7,0,0,1,26,4,16,1,3,5,4,1,3,5,4,8,9,10,10,3,9,10,9,0,0,1,0,0,"Mixed",0,0,1,"Mixed",0,0,1,11,95,50,117,7,9,9,8,5,3,5,11,4.5,4.5,5,1.5,6,1,0,1,1
1545000,1,1,"Ordinary","Higher",30,30,5.5,5.5,7,6,4.5,10,4.5,4.5,6,2,3.5,1,0,1,4.5,5,7,6.5,5.5,4.5,5,4.5,7,4.5,4.5,4,4.5,6,4.5,0,0,1,1,3,2,3,1,20,2,8,1,4,5,5,NA,NA,NA,NA,10,9,9,9,7,7,7,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,80,55,114,10,7,7,8,4,5,5,11,1.5,3,3.5,1,7,1,0,1,1
1546000,1,1,"Ordinary","Ordinary/Foundation",15,15,5.5,5.5,5,5.5,6,14,5,4,7,6,7,0,NA,NA,7,6.5,3.5,4,6.5,4,5,1,2,3.5,6,5,3.5,5.5,3.5,4,6,10,3,1,3,5,2,16,3,6,1,4,2,4,NA,NA,NA,NA,6,3,0,7,9,6,5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,25,30,114,10,9,2,10,5,2,5,7,7,1,3.5,7,1,1,0,1,1
1547000,1,1,"Higher","Higher",91,91,6.5,5.5,6.5,4,6,13,7,3.5,7,3.5,5.5,1,NA,NA,5,7,7,5,7,4,7,7,7,5,1,6.5,7,7,5.5,2,0,2,2,2,0,1,3,26,2,14,1,5,5,5,0,2,5,0,8,9,8,8,8,9,9,7,0,1,0,0,0,"Boys Only",0,1,0,"Boys Only",0,1,0,12,85,60,124,7,10,10,6,5,5,5,11,7,7,1.5,1.5,4.5,0,0,0,1
1549000,1,1,"Higher","Ordinary/Foundation",90,90,4.5,5.5,6,5.5,6.5,17,NA,NA,NA,NA,NA,1,NA,NA,4.5,5.5,4.5,6,6,5,7,7,6,7,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,19,4,6,1,6,NA,3,0,2,5,0,10,9,10,10,NA,NA,NA,NA,0,1,0,0,0,"Boys Only",0,1,0,"Boys Only",0,1,0,10,60,90,131,10,8,8,10,6,4,4,11,1,5,3.5,6.5,6.5,0,0,0,1
1551000,1,1,"Higher","Higher",100,100,3.5,5.5,6,6,6,10,7,5,7,1.5,4,1,NA,NA,5.5,5,7,7,4.5,7,5,7,7,2.5,5.5,5.5,6,6,6,0,1,0,0,2,3,3,0,17,3,9,1,3,3,5,0,2,5,0,10,8,10,10,8,6,7,10,0,1,0,0,0,"Boys Only",0,1,0,"Boys Only",0,1,0,10,45,100,124,10,9,9,10,3,3,5,11,7,6,5.5,4.5,1,0,0,0,NA
1552000,1,1,"Ordinary","Higher",60,60,3,6.5,4.5,2,4,20,4.5,5,3.5,5.5,4.5,1,NA,NA,4.5,4.5,4,3.5,6,7,6.5,4.5,6.5,5,2.5,2,2.5,4,1.5,0,0,2,2,3,2,3,2,19,3,10,1,3,2,4,0,2,5,5,10,9,8,8,7,7,7,8,0,1,0,0,0,"Mixed",0,0,1,"Mixed",0,0,1,9,65,60,124,10,9,8,10,3,3,4,11,7,0.5,7,7,7,0,0,1,1
1553000,NA,1,"Higher",NA,113,NA,2.5,5,4.5,6.5,6.5,12,6,4.5,5.5,3,3.5,0,NA,NA,6.5,4,5,6.5,7,7,4.5,7,4.5,6.5,4,5.5,7,6,5.5,1,3,0,0,0,2,0,1,30,4,12,1,2,NA,NA,NA,NA,NA,NA,9,6,10,10,10,7,10,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,75,75,110,10,9,8,10,2,NA,5,12,4.5,7,1.5,5,7,1,0,NA,1
1557000,1,1,"Higher","Higher",95,95,4.5,3.5,5,5.5,5.5,11,5,4.5,7,4.5,6,1,NA,NA,5,4.5,5,3.5,7,6.5,4.5,2.5,3.5,4,4.5,4.5,5,4,5.5,7,2,3,1,3,2,7,2,18,4,9,1,5,3,4,0,5,5,5,3,7,7,9,7,7,3,8,0,0,0,0,1,"Mixed",0,0,1,"Mixed",0,0,1,11,65,60,161,8,10,9,9,5,3,4,11,6,4,6.5,3,2,0,0,1,1
1560000,1,1,"Higher","Higher",95,95,4,6.5,5,5,5.5,10,6,2.5,6.5,3.5,3.5,1,NA,NA,5,3.5,6,6.5,5.5,4,6,6.5,6,6,5,6,7,5,7,0,0,0,2,1,0,0,1,13,3,9,1,6,2,3,0,2,5,0,10,9,10,8,9,9,10,9,0,1,0,0,0,"Boys Only",0,1,0,"Boys Only",0,1,0,10,75,85,129,10,10,10,10,6,2,3,11,3.5,3,6.5,3,2,0,0,0,1
1562000,1,1,"Ordinary","Higher",60,60,5.5,5,6.5,3.5,5,14,6.5,7,7,6.5,6.5,0,0,0,5,6,6,4.5,6,7,6.5,4.5,7,6.5,6.5,5,5,5.5,5,0,1,3,0,0,0,3,1,22,4,12,1,6,3,5,0,4,5,5,10,8,7,10,10,9,7,9,0,0,0,1,0,"Mixed",0,0,1,"Mixed",0,0,1,11,80,55,140,9,10,10,10,6,3,4,10,7,5,5,3.5,7,0,0,1,1
1564000,1,1,"Ordinary","Higher",46,46,5.5,6,5,6.5,7,15,7,6,5.5,6.5,6.5,0,NA,NA,4,5.5,5.5,4,5,3,6,4.5,6,4,NA,NA,NA,NA,NA,0,0,2,1,NA,NA,NA,NA,24,4,11,1,3,NA,1,NA,NA,NA,NA,10,9,8,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,60,55,131,9,10,9,9,3,3,4,9,7,4,7,2,4.5,0,0,1,1
1565000,1,1,"Higher","Higher",95,95,3,2,6,7,5,14,6,4,6.5,4.5,5.5,1,NA,NA,6.5,5,5,2.5,5.5,7,4,6,6,6,6,6.5,6,4,6,0,0,5,0,1,0,3,1,18,4,7,1,3,3,5,0,2,5,0,10,9,5,10,9,9,7,9,0,1,0,0,0,"Boys Only",0,1,0,"Boys Only",0,1,0,10,75,60,103,7,7,2,9,4,3,4,10,3.5,5,4,1.5,2,0,0,0,1
1567000,1,1,"Higher","Higher",81,81,5,7,4.5,5.5,5,10,5.5,6.5,5.5,3,4,0,NA,NA,4.5,4.5,5,7,4,6,6.5,6,6.5,5,NA,NA,NA,NA,NA,1,0,1,0,NA,NA,NA,NA,17,4,12,1,3,NA,4,0,2,5,1,9,9,9,10,NA,NA,NA,NA,0,1,0,0,0,"Mixed",0,0,1,"Mixed",0,0,1,11,85,95,140,10,10,6,7,4,3,4,11,3,6,7,3,3.5,0,0,1,1
1568000,1,1,"Ordinary","Higher",25,25,2.5,3.5,2,3.5,3,16,2,4,7,4,6.5,0,NA,NA,2.5,4,2.5,3.5,3.5,3,5,2,5,6,2.5,5,4,5,5,0,2,6,0,2,2,5,1,23,3,10,1,4,2,5,0,2,5,5,10,7,4,10,8,7,5,9,0,1,0,0,0,"Mixed",0,0,1,"Mixed",0,0,1,10,65,30,107,8,7,6,10,4,2,5,9,7,0.5,6,7,3.5,0,0,1,1
1569000,1,1,"Higher","Higher",105,NA,5,3.5,5.5,5,4.5,13,6.5,4.5,7,5,5,1,NA,NA,4.5,4.5,5.5,5,6.5,4.5,6.5,7,5,4.5,4,5.5,4,6,6.5,0,0,0,6,2,2,3,8,26,4,17,1,6,3,5,NA,NA,NA,NA,10,9,10,4,8,7,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,90,65,121,10,10,9,10,6,5,5,11,7,5,7,7,5.5,0,0,0,1
1570000,1,1,"Higher","Higher",115,NA,7,7,7,7,7,12,6,4,7,5.5,4,0,NA,NA,6,3.5,7,7,7,6.5,3,7,7,6.5,4.5,3,3.5,3,7,1,1,3,4,1,2,4,7,30,4,17,1,5,6,5,0,1,3,0,9,8,7,6,9,7,6,3,1,0,0,0,0,"Boys Only",0,1,0,"Boys Only",0,1,0,12,95,90,154,9,9,5,8,5,6,4,11,4,3,2,7,4,0,0,1,1
1573000,1,1,"Ordinary","Higher",20,20,5,3,4.5,5,5.5,13,5.5,6.5,6.5,5,5.5,1,NA,NA,5,5,4.5,4,5,6,5,5,6,6.5,NA,NA,NA,NA,NA,2,3,2,1,NA,NA,NA,NA,16,3,9,1,3,NA,4,0,2,5,0,8,6,8,9,NA,NA,NA,NA,0,1,0,0,0,"Boys Only",0,1,0,"Boys Only",0,1,0,9,45,30,121,6,9,8,10,3,6,2,8,2.5,1.5,3,3.5,7,0,0,0,1
1574000,1,1,"Higher","Higher",105,NA,5.5,3.5,4.5,4,4.5,10,7,4,7,6.5,4.5,1,NA,NA,5,3.5,5.5,4.5,5,7,6,6.5,7,3.5,6,5.5,6,6.5,5,0,2,0,0,0,1,2,1,16,4,12,1,3,5,5,0,2,5,0,10,7,10,10,10,8,8,9,0,1,0,0,0,"Boys Only",0,1,0,"Boys Only",0,1,0,11,85,70,110,9,9,8,10,3,5,5,11,3.5,3.5,7,7,3,0,0,0,1
1575000,1,1,"Higher","Higher",113,NA,5.5,3.5,4.5,3.5,5.5,12,NA,NA,NA,NA,NA,1,NA,NA,3.5,5,5,4,5,3.5,7,6.5,5,7,2,6,6,4,5,2,1,0,1,2,1,0,2,29,3,13,1,5,5,5,0,1,5,0,8,8,10,9,8,8,10,8,1,0,0,0,0,"Boys Only",0,1,0,"Boys Only",0,1,0,11,60,100,107,7,9,10,9,6,6,5,12,7,5,6.5,5,6,0,1,0,1
1576000,1,1,"Ordinary","Higher",46,46,4.5,6,2.5,4.5,6,15,3.5,5,6.5,4,4.5,1,NA,NA,5,3,3.5,3.5,5,5,5,4,6,4.5,NA,NA,NA,NA,NA,0,0,3,1,NA,NA,NA,NA,21,2,8,1,5,NA,5,0,2,5,0,10,9,7,9,NA,NA,NA,NA,0,1,0,0,0,"Boys Only",0,1,0,"Boys Only",0,1,0,10,90,60,107,10,10,7,9,5,2,5,10,4,1.5,2.5,4,5,0,0,0,1
1581000,1,1,"Ordinary","Higher",28,28,6.5,4.5,5.5,3,4.5,14,6.5,4.5,6.5,2,5.5,1,0,1,3,5.5,7,4,4,3.5,7,6,2.5,6.5,6,7,6,6,4,4,0,1,0,1,0,0,0,28,3,14,1,3,2,2,0,2,5,0,6,9,9,10,9,9,10,10,0,1,0,0,0,"Boys Only",0,1,0,"Boys Only",0,1,0,12,80,65,110,9,10,10,8,3,3,3,10,7,7,5,3.5,3,0,0,0,1
1584000,1,1,"Higher","Higher",100,100,4,5,6.5,2.5,5,12,6,2.5,7,6,6,0,NA,NA,3,3.5,5.5,5,5.5,6.5,6,5.5,6,4.5,NA,NA,NA,NA,NA,1,0,4,0,NA,NA,NA,NA,21,4,11,1,4,NA,NA,0,3,4,0,9,9,6,10,NA,NA,NA,NA,0,0,1,0,0,"Boys Only",0,1,0,"Boys Only",0,1,0,10,70,80,95,9,10,7,9,4,NA,3,11,3,4,3,1.5,6.5,0,0,1,1
1586000,1,1,"Higher","Higher",105,NA,3,6,5,7,6,18,6.5,3.5,6.5,6,4,1,NA,NA,6,1.5,6,6,5,5.5,3.5,4.5,4,6,4,3.5,4,4,6,5,4,2,1,4,2,5,1,18,4,12,1,6,6,5,NA,NA,NA,NA,5,5,8,9,6,7,5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,80,85,131,7,9,9,9,6,6,5,12,6.5,7,5,3,2,0,0,0,1
1588000,NA,1,"Higher",NA,113,NA,6,5.5,6,5,4.5,13,6,5,6.5,4.5,4.5,0,0,0,4.5,6,7,5.5,5,4,6.5,6.5,6.5,4.5,3.5,6,6.5,6,4.5,0,0,2,1,0,0,1,1,23,4,9,1,5,3,3,0,2,5,5,10,9,8,9,10,9,9,9,0,1,0,0,0,"Mixed",0,0,1,"Mixed",0,0,1,10,60,40,131,10,10,6,10,5,3,5,11,6,3,3.5,1.5,4.5,0,0,1,1
1589000,1,1,"Higher","Higher",70,70,5.5,6,5.5,2.5,4.5,15,5,4.5,6,3.5,6.5,0,NA,NA,4,3.5,6,4,4,4.5,6.5,6.5,7,6,4,6.5,6.5,6,6,0,1,0,2,0,0,3,2,21,2,10,1,3,6,3,0,2,5,0,10,8,10,8,10,9,7,8,0,1,0,0,0,"Boys Only",0,1,0,"Boys Only",0,1,0,10,55,40,110,10,9,9,10,3,6,1,11,3,4,1.5,4,3.5,0,0,0,1
1595000,1,1,"Higher","Higher",90,90,3.5,5,6.5,4.5,5.5,14,6,4.5,6.5,4,6,0,NA,NA,5.5,5,7,4,6,4.5,6,6,6,6.5,NA,NA,NA,NA,NA,0,0,1,1,NA,NA,NA,NA,24,3,11,1,4,NA,1,0,2,5,0,10,9,9,9,NA,NA,NA,NA,0,1,0,0,0,"Boys Only",0,1,0,"Boys Only",0,1,0,12,70,75,124,10,9,10,10,3,NA,1,12,7,6.5,5.5,4,7,0,0,0,1
1596000,NA,NA,NA,NA,NA,NA,4.5,4,3.5,3.5,5,14,NA,NA,NA,NA,NA,0,NA,NA,4.5,6,4,4.5,5.5,4.5,6.5,7,6,5,5,6,5.5,6,5,0,0,1,2,0,0,0,4,23,2,6,1,6,5,4,0,2,5,0,10,9,9,8,10,9,10,6,0,1,0,0,0,"Boys Only",0,1,0,"Boys Only",0,1,0,9,35,35,114,10,10,7,10,6,5,2,11,3.5,1,4.5,3,3,0,0,0,1
1601000,1,1,"Higher","Higher",113,NA,5,5,5,4,5.5,10,NA,NA,NA,NA,NA,1,0,1,3.5,4,4.5,2,5.5,5,6.5,4,6.5,4.5,4,7,4,6.5,5.5,0,0,4,0,3,1,1,2,19,4,6,1,6,6,5,0,1,5,0,10,9,6,10,7,8,9,8,1,0,0,0,0,"Boys Only",0,1,0,"Boys Only",0,1,0,11,45,55,131,8,9,5,10,5,6,5,12,5,3,3,3.5,6,0,1,0,1
1602000,1,1,"Ordinary","Higher",28,28,4.5,6,4.5,6,5,15,6.5,6,6.5,6.5,6.5,1,NA,NA,6,5,2.5,6.5,6,5.5,6,5,5,5.5,5,4.5,4.5,7,4.5,3,2,5,2,1,0,5,2,21,3,12,1,5,4,5,0,1,5,0,7,7,5,8,9,9,5,8,1,0,0,0,0,"Boys Only",0,1,0,"Boys Only",0,1,0,11,75,65,110,10,7,6,6,5,5,5,10,1,5,7,3.5,6,0,1,0,1
1603000,1,1,"Ordinary","Higher",28,28,4,4,4,5,4,16,4.5,4.5,7,4.5,6,0,NA,NA,4.5,5.5,3.5,5,6,2.5,7,2.5,6.5,5,2.5,6.5,2,6.5,7,1,0,2,2,1,1,4,1,26,2,16,1,5,5,5,0,1,5,0,9,9,8,8,9,8,6,9,1,0,0,0,0,"Boys Only",0,1,0,"Boys Only",0,1,0,11,90,30,124,10,9,10,10,5,5,5,10,6,1.5,3.5,4,2,0,1,0,1
1604000,1,1,"Ordinary","Higher",45,45,4.5,7,6,4,5,15,4.5,5,4.5,4.5,4.5,0,NA,NA,4,4.5,6.5,4.5,4.5,4,6.5,6,6.5,4.5,4.5,6,6.5,6.5,6,0,1,2,2,0,0,3,0,26,4,11,1,4,5,NA,0,1,5,0,10,8,8,8,10,9,7,10,1,0,0,0,0,"Boys Only",0,1,0,"Boys Only",0,1,0,10,75,50,103,10,8,7,10,4,5,5,11,5.5,3,3,5.5,3.5,0,1,0,1
1606000,1,1,"Higher","Higher",85,85,4.5,4.5,4.5,2,2.5,9,6,5,6.5,4,6,1,NA,NA,3,4,5,5,4.5,3.5,6,5.5,3.5,5.5,3,5,4,4,5,5,2,3,4,2,2,5,2,17,4,13,1,3,3,3,NA,NA,NA,NA,5,7,7,6,8,7,5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,85,55,110,6,8,7,7,3,3,3,11,1.5,3,2,0.5,3,1,0,1,1
1613000,1,1,"Ordinary","Ordinary/Foundation",15,15,5.5,6.5,6.5,5.5,6,9,5.5,6,6.5,4.5,6.5,1,NA,NA,5,4.5,5.5,5.5,5,3.5,5.5,7,4,4.5,NA,NA,NA,NA,NA,2,0,0,2,NA,NA,NA,NA,17,3,6,1,3,NA,4,0,2,5,0,8,9,10,8,NA,NA,NA,NA,0,1,0,0,0,"Boys Only",0,1,0,"Boys Only",0,1,0,7,15,25,85,8,10,7,9,3,5,4,8,3.5,7,3,0.5,4.5,0,0,0,1
1615000,1,1,"Higher","Higher",110,NA,5,5,5.5,4,5,11,5.5,3,5,4.5,5.5,1,NA,NA,2.5,4.5,6,6,4,6,4,6,5.5,4,3.5,3.5,7,4.5,6,4,3,2,1,2,2,1,1,28,3,16,1,6,6,5,0,5,5,5,6,6,8,9,8,7,9,9,0,0,0,0,1,"Mixed",0,0,1,"Mixed",0,0,1,12,85,90,145,10,10,8,8,6,6,5,12,1.5,6,1.5,5,6.5,0,0,1,1
1616000,1,1,"Higher","Higher",91,91,4.5,6,6.5,6,6.5,16,6.5,5,6,4,5,0,0,1,5.5,4,4.5,4.5,6,7,7,6.5,7,7,7,5.5,4.5,7,6.5,0,0,0,0,0,0,1,0,30,4,14,1,4,5,4,0,5,5,5,10,9,10,10,10,9,9,10,0,0,0,0,1,"Mixed",0,0,1,"Mixed",0,0,1,10,85,80,161,10,10,10,10,3,5,3,11,7,7,7,5.5,7,0,0,1,1
1622000,1,1,"Foundation","Ordinary/Foundation",0,0,4.5,6.5,5.5,6.5,5.5,12,7,6.5,7,4,4.5,0,NA,NA,4.5,4.5,5,6.5,5.5,4,6,2.5,6,5,NA,NA,NA,NA,NA,0,1,6,1,NA,NA,NA,NA,15,2,9,1,2,NA,1,NA,NA,NA,NA,10,8,4,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,35,40,107,8,9,0,10,2,NA,1,6,3.5,0.5,7,7,6.5,1,0,1,1
1623000,1,1,"Higher","Higher",100,100,6,7,2.5,6,5.5,18,6.5,4,6,1.5,5.5,1,NA,NA,6,5.5,4,7,5.5,3.5,6,5,6.5,4.5,5.5,4,1.5,6.5,3,2,0,2,1,2,1,3,2,24,4,16,1,4,5,5,0,2,5,0,8,9,8,9,8,8,7,8,0,1,0,0,0,"Boys Only",0,1,0,"Boys Only",0,1,0,11,95,90,129,10,10,10,9,4,5,5,12,6,7,3.5,1.5,3.5,0,0,0,1
1624000,1,1,"Higher","Higher",102,NA,5,4,5,2.5,5.5,18,5,2,5,2,6,1,NA,NA,2.5,4,4,3.5,6,2.5,4,5.5,5.5,4.5,4.5,6.5,2,7,6.5,4,0,2,3,1,0,0,1,32,2,14,1,5,5,1,0,2,5,0,6,9,8,7,9,9,10,9,0,1,0,0,0,"Boys Only",0,1,0,"Boys Only",0,1,0,10,85,95,145,7,9,10,9,5,3,3,12,5.5,2.5,3.5,3,7,0,0,0,1
1632000,1,1,"Higher","Ordinary/Foundation",91,91,4,5,6,5.5,3.5,12,4.5,6,6.5,2,3.5,1,NA,NA,6,6,6,5.5,6,4,7,4.5,7,7,3.5,7,5.5,6,6,0,0,1,0,1,0,3,4,15,4,6,1,5,5,4,0,2,5,0,10,9,9,10,9,9,7,6,0,1,0,0,0,"Boys Only",0,1,0,"Boys Only",0,1,0,10,55,75,121,10,10,10,10,5,5,4,11,7,5,6.5,2.5,7,0,0,0,1
1635000,1,1,"Ordinary","Ordinary/Foundation",28,NA,4,5.5,7,4.5,7,11,6,6.5,6,5.5,6,1,1,1,5.5,NA,6.5,5.5,6.5,5,7,6,7,5.5,6,6.5,7,6,6,1,0,0,1,1,0,3,1,15,1,6,1,3,4,2,NA,NA,NA,NA,9,9,10,9,9,9,7,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,20,103,8,9,5,10,3,4,1,6,7,5.5,4,4,1.5,1,0,1,1
1636000,1,1,"Higher","Higher",0,0,4,3.5,4,4.5,4,17,6,7,7,4.5,6.5,0,NA,NA,5.5,4.5,4.5,6,5,5,7,6,5,4,NA,NA,NA,NA,NA,1,0,2,0,NA,NA,NA,NA,27,4,7,1,2,NA,NA,NA,NA,NA,NA,9,9,8,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,85,65,110,8,10,7,9,2,3,4,9,7,5.5,6,3.5,3.5,1,0,1,1
1638000,1,1,"Ordinary","Higher",28,28,3.5,7,5.5,4.5,5,7,6.5,4.5,6.5,1.5,5,1,NA,NA,5.5,4.5,6,6.5,5,4.5,6.5,7,5,6.5,NA,NA,NA,NA,NA,1,1,0,2,NA,NA,NA,NA,19,2,10,1,6,NA,NA,NA,NA,NA,NA,9,8,10,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,70,70,103,10,9,9,10,6,3,2,9,7,7,7,4.5,7,0,0,1,1
1639000,1,1,"Foundation","Ordinary/Foundation",15,15,6.5,6.5,6,5.5,7,6,5,5.5,7,4.5,6.5,1,NA,NA,5,4,3.5,3.5,7,2.5,5.5,4.5,4.5,7,4.5,6.5,5,5,7,3,1,6,4,3,0,3,2,22,1,8,1,4,3,3,1,3,2,2,7,8,4,6,7,9,7,8,0,0,1,0,0,"Mixed",0,0,1,"Mixed",0,0,1,9,35,15,110,8,9,6,7,5,3,4,7,4.5,3,6.5,3,7,1,0,1,1
