"ID","LC_Did_English","Did_Maths","LC_Maths_Level","LC_English_Level","LC_Maths_Points","LC_English_Points","TIPI_Agreeable_YP_W4","TIPI_EmoStab_YP_W4","TIPI_Cons_YP_W4","TIPI_Extra_YP_W4","TIPI_Open_YP_W4","CognitiveNamingFruit_W4","TIPI_Agreeable_PCG_W4","TIPI_EmoStab_PCG_W4","TIPI_Cons_PCG_W4","TIPI_Extra_PCG_W4","TIPI_Open_PCG_W4","Grinds_All_Subjects_W4","Grinds_English_W4","Grinds_Maths_W4","TIPI_Extra_YP_W3","TIPI_Agreeable_YP_W3","TIPI_Cons_YP_W3","TIPI_EmoStab_YP_W3","TIPI_Open_YP_W3","TIPI_Extra_PCG_W3","TIPI_Agreeable_PCG_W3","TIPI_Cons_PCG_W3","TIPI_EmoStab_PCG_W3","TIPI_Open_PCG_W3","TIPI_Extra_SCG_W3","TIPI_Agreeable_SCG_W3","TIPI_Cons_SCG_W3","TIPI_EmoStab_SCG_W3","TIPI_Open_SCG_W3","SDQ_Emo_PCG_W3","SDQ_Conduct_PCG_W3","SDQ_Hyper_PCG_W3","SDQ_Peer_PCG_W3","SDQ_Emo_SCG_W3","SDQ_Conduct_SCG_W3","SDQ_Hyper_SCG_W3","SDQ_Peer_SCG_W3","Cog_Naming_Total_W3","Cog_Maths_Total_W3","Cog_Vocabulary_W3","Gender_YP_W3","PCG_Educ_W3","SCG_Educ_W3","Income_Quin_Eq_W3","DEIS_W3","School_Type_W3","Number_Boys_School_W3","Number_Girls_School_W3","SDQ_Emo_Res_PCG_W3","SDQ_Good_Conduct_PCG_W3","SDQ_Focus_Behav_PCG_W3","SDQ_Posi_Peer_PCG_W3","SDQ_Emo_Res_SCG_W3","SDQ_Good_Conduct_SCG_W3","SDQ_Focus_Behav_SCG_W3","SDQ_Posi_Peer_SCG_W3","Fee_Paying_W3","Non_Fee_Paying_W3","Vocational_W3","Community_College_W3","Comprehensive_School_W3","School_Gender_Type","Girls_Only_School","Boys_Only_School","Mixed_School","School_Gender_Type_W3","Girls_Only_School_W3","Boys_Only_School_W3","Mixed_W3","JC_English_Points","Cog_VR_W2","Cog_NA_W2","Cog_Matrices_W2","SDQ_Emo_Res_PCG_W2","SDQ_Good_Conduct_PCG_W2","SDQ_Focus_Behav_PCG_W2","SDQ_Posi_Peer_PCG_W2","PCG_Educ_W2","SCG_Educ_W2","Income_Quin_Eq_W2","JC_Maths_Points","TIPI_Agreeable_PCG_W2","TIPI_Cons_PCG_W2","TIPI_EmoStab_PCG_W2","TIPI_Extra_PCG_W2","TIPI_Open_PCG_W2","DEIS_W2","Fee_Paying_W2","Mixed_W2","Gender_YP_W2"
1435000,1,1,"Foundation","Ordinary/Foundation",0,0,4.5,6.5,7,6.5,6.5,14,6.5,6,4.5,3,7,0,NA,NA,5,4.5,7,7,5.5,4,6.5,7,7,3.5,3.5,7,7,5.5,5,1,0,3,2,2,0,2,1,23,3,6,1,3,2,2,0,2,5,0,9,9,7,8,8,9,8,9,0,1,0,0,0,"Boys Only",0,1,0,"Boys Only",0,1,0,8,40,40,131,5,8,6,8,3,2,1,6,2,1.5,4.5,2,1.5,0,0,0,1
1443000,1,1,"Higher","Higher",37,37,5.5,7,3,6.5,5.5,18,6,4,6,7,7,1,1,0,6,2,3.5,6,3,4.5,4,4.5,6.5,7,NA,NA,NA,NA,NA,0,0,4,1,NA,NA,NA,NA,19,4,5,1,4,NA,5,0,2,5,0,10,9,6,9,NA,NA,NA,NA,0,1,0,0,0,"Boys Only",0,1,0,"Boys Only",0,1,0,10,65,55,110,9,10,4,6,4,6,5,10,7,5,3,0.5,4,0,0,0,1
1445000,1,1,"Ordinary","Ordinary/Foundation",40,40,4,5.5,4.5,4,6.5,16,NA,NA,NA,NA,NA,1,NA,NA,5,3.5,4.5,5.5,6,7,5,4.5,5.5,4,6,4,3.5,4.5,6,0,0,5,2,4,3,8,6,29,3,9,1,5,6,5,0,5,3,3,10,9,5,8,6,6,2,4,0,0,0,0,1,"Mixed",0,0,1,"Mixed",0,0,1,10,60,50,129,10,7,5,8,5,6,5,9,5,5.5,3.5,3.5,7,0,0,1,NA
1446000,1,1,"Higher","Higher",85,85,5,6.5,5.5,6.5,5,18,5.5,6,5.5,5,5,1,0,0,6,5.5,5,6.5,5,4,6.5,6.5,6.5,4.5,NA,NA,NA,NA,NA,2,0,2,2,NA,NA,NA,NA,22,4,12,1,4,NA,4,0,5,3,3,8,9,8,8,NA,NA,NA,NA,0,0,0,0,1,"Mixed",0,0,1,"Mixed",0,0,1,11,95,75,140,9,10,10,9,4,5,1,12,3,7,6.5,4,2.5,0,0,1,1
1447000,1,1,"Ordinary","Ordinary/Foundation",28,28,3,6,6,5,7,10,4,5.5,6.5,6,6.5,0,1,1,4,4,6,5,3.5,1.5,6.5,3,6,4,NA,NA,NA,NA,NA,2,0,6,0,NA,NA,NA,NA,20,1,3,1,2,NA,3,0,3,4,4,8,9,4,10,NA,NA,NA,NA,0,0,1,0,0,"Mixed",0,0,1,"Mixed",0,0,1,8,40,15,99,8,7,4,10,2,2,5,7,5,2.5,3,1.5,6,0,0,1,1
1452000,1,1,"Higher","Higher",113,NA,4.5,4.5,7,2,2.5,19,4.5,3,4.5,5.5,4,1,NA,NA,3.5,4,6.5,3.5,4,2,7,7,4.5,4,4,7,7,7,5,3,1,1,3,2,0,3,2,22,4,8,1,4,3,5,NA,NA,NA,NA,7,8,9,7,8,9,7,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,75,75,121,9,9,9,9,4,4,4,12,3,2.5,2.5,2,3,0,0,0,1
1456000,1,1,"Higher","Higher",71,71,6,3.5,4.5,3,4.5,18,7,6.5,5,7,4,1,NA,NA,4.5,4,4,4,5,6.5,6.5,4,6,5.5,6,6,4.5,7,6,0,0,5,1,0,0,2,0,29,4,13,1,5,5,5,0,2,5,0,10,9,5,9,10,9,8,10,0,1,0,0,0,"Boys Only",0,1,0,"Boys Only",0,1,0,11,100,65,110,10,10,8,8,6,5,5,10,3,3.5,7,3,6.5,0,0,0,1
1457000,1,1,"Ordinary","Higher",45,45,6.5,7,6,4.5,4.5,16,6.5,4.5,7,3,5.5,1,NA,NA,4,4.5,6.5,5.5,6.5,5,5,6,7,3,5.5,7,7,7,6.5,2,0,0,0,2,0,0,1,20,4,13,1,3,3,4,0,2,5,0,8,9,10,10,8,9,10,9,0,1,0,0,0,"Boys Only",0,1,0,"Boys Only",0,1,0,11,95,70,124,7,10,10,9,3,3,4,10,7,7,1,4.5,5.5,0,0,0,1
1458000,1,1,"Higher","Higher",95,95,3.5,5,6.5,6,6,14,5.5,2.5,7,1.5,4,1,0,1,4.5,5.5,7,5,4.5,5,6.5,6.5,6.5,4,4.5,6.5,6.5,5,4,2,0,0,2,2,0,1,2,24,3,7,1,2,4,5,NA,NA,NA,NA,8,9,10,8,8,9,9,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,50,35,117,9,9,10,10,2,4,5,11,7,7,5,5,7,0,0,0,1
1460000,1,1,"Ordinary","Higher",NA,NA,7,7,7,5,6.5,10,7,3.5,6.5,5.5,5,0,NA,NA,4,5,4.5,6,4,4,7,6.5,6.5,4,2.5,6,4,4,5,1,0,2,1,0,0,1,0,21,3,11,1,2,2,3,0,2,5,0,9,9,8,9,10,9,9,10,0,1,0,0,0,"Boys Only",0,1,0,"Boys Only",0,1,0,10,50,30,107,8,9,9,9,2,2,2,7,6.5,7,4.5,1,3.5,0,0,0,1
1461000,1,1,"Higher","Higher",115,NA,3,3.5,6.5,4.5,4.5,14,7,5.5,4.5,2.5,4,1,NA,NA,4.5,5.5,6,6,4.5,6.5,5,7,7,6.5,5,6.5,7,6,5,0,0,3,0,0,1,2,0,24,4,13,1,5,5,5,0,2,5,0,10,9,7,10,10,8,8,10,0,1,0,0,0,"Boys Only",0,1,0,"Boys Only",0,1,0,11,85,100,129,10,10,7,9,5,5,5,11,6,3,3.5,5.5,2.5,0,0,0,1
1463000,1,1,"Higher","Higher",100,100,4,4,5.5,2.5,3,7,6,4,7,3.5,5,1,0,1,5,3.5,5.5,4.5,5,3.5,6,5,5,5,4,6.5,7,7,4,1,1,0,1,0,1,1,1,27,3,7,1,5,3,3,0,2,5,0,9,8,10,9,10,8,9,9,0,1,0,0,0,"Boys Only",0,1,0,"Boys Only",0,1,0,11,70,95,117,7,8,7,7,5,3,4,11,5.5,1.5,1.5,3.5,1.5,0,0,0,1
1466000,1,1,"Ordinary","Ordinary/Foundation",0,NA,4,3,3,4,6,6,7,4,4.5,1.5,5,0,NA,NA,5,4,4,3,4.5,3.5,4.5,3.5,4,4,NA,NA,NA,NA,NA,5,3,3,2,NA,NA,NA,NA,10,2,4,1,2,NA,1,0,4,5,4,5,6,7,8,NA,NA,NA,NA,0,0,0,1,0,"Mixed",0,0,1,"Mixed",0,0,1,7,40,30,92,9,9,8,9,2,NA,1,5,2.5,1.5,3.5,4,4.5,0,0,1,1
1467000,1,1,"Ordinary","Ordinary/Foundation",25,25,3.5,6,5,4.5,5.5,NA,6.5,4,5.5,6.5,6,1,NA,NA,6,3,6,7,5,4.5,6,4,5.5,4.5,6,6.5,6,7,4.5,1,0,4,1,0,0,2,0,17,3,8,1,4,2,4,0,3,4,4,9,9,6,9,10,9,8,10,0,0,1,0,0,"Mixed",0,0,1,"Mixed",0,0,1,9,85,50,117,9,9,5,10,4,NA,4,7,6.5,1,1.5,3.5,3.5,0,0,1,1
1468000,1,1,"Higher","Ordinary/Foundation",90,90,4.5,1.5,6,3.5,4.5,9,5.5,4,7,2.5,3.5,1,1,0,2.5,5.5,6.5,6.5,2.5,1.5,5,5.5,3,2,NA,NA,NA,NA,NA,9,0,4,4,NA,NA,NA,NA,25,4,12,1,3,NA,3,0,3,4,4,1,9,6,6,NA,NA,NA,NA,0,0,1,0,0,"Mixed",0,0,1,"Mixed",0,0,1,10,55,45,117,5,10,8,8,3,4,2,10,6,6,1.5,2.5,4.5,0,0,1,1
1469000,1,1,"Ordinary","Higher",46,46,6,6.5,6,5.5,6,NA,5.5,4,6,4.5,5,1,1,0,5,3,4.5,5.5,6,7,5.5,4.5,7,4,NA,NA,NA,NA,NA,0,0,6,0,NA,NA,NA,NA,23,2,6,1,3,NA,3,0,3,4,4,10,9,4,10,NA,NA,NA,NA,0,0,1,0,0,"Mixed",0,0,1,"Mixed",0,0,1,10,40,20,129,7,7,5,10,3,NA,NA,8,6.5,1.5,3.5,7,2,0,0,1,1
1472000,1,1,"Higher","Higher",105,NA,4.5,4.5,4,3.5,4.5,21,6.5,5,6.5,4,6.5,1,NA,NA,4,4,3.5,4.5,5,3.5,6.5,4,7,6.5,6,6.5,4,7,7,1,0,3,3,0,1,3,1,18,4,15,1,6,5,NA,0,1,5,5,9,9,7,7,10,8,7,9,1,0,0,0,0,"Mixed",0,0,1,"Mixed",0,0,1,10,100,65,129,7,9,7,6,6,5,5,11,3.5,5,1.5,1.5,6,0,1,1,1
1474000,1,1,"Higher","Ordinary/Foundation",110,NA,4,5.5,5.5,5,5.5,14,5.5,2.5,5.5,2,3,1,NA,NA,6,4.5,5.5,6,6,4,5,5.5,4.5,4,3.5,5.5,6.5,6,6.5,0,1,3,2,1,1,3,3,18,4,9,1,3,5,2,0,3,5,5,10,8,7,8,9,8,7,7,0,0,1,0,0,"Mixed",0,0,1,"Mixed",0,0,1,9,65,60,135,10,9,9,10,3,4,3,11,2,3,2.5,3,3,0,0,1,1
1475000,1,1,"Ordinary","Higher",15,15,3.5,6.5,6.5,4,7,8,7,4.5,7,4,4,1,NA,NA,4.5,3.5,6,7,7,4,5.5,5,7,6,4,7,7,4,7,2,0,1,2,0,0,1,1,13,3,9,1,3,3,1,0,5,3,3,8,9,9,8,10,9,9,9,0,0,0,0,1,"Mixed",0,0,1,"Mixed",0,0,1,10,35,70,95,10,10,10,10,3,3,2,9,7,7,7,1.5,7,0,0,1,1
1476000,1,1,"Higher","Higher",102,NA,5,5,6,4,4,17,7,5,7,3,6.5,0,NA,NA,4,4,5,4.5,4.5,1.5,7,7,5,1.5,3,7,7,7,5.5,5,0,0,3,1,0,0,0,24,4,9,1,3,4,NA,0,5,3,3,5,9,10,7,9,9,10,10,0,0,0,0,1,"Mixed",0,0,1,"Mixed",0,0,1,9,80,70,135,9,10,9,7,3,4,5,11,3.5,6.5,1.5,2,1,0,0,1,1
1479000,1,1,"Higher","Higher",0,0,4,3.5,7,6.5,4,17,5,4,6.5,4,7,0,NA,NA,6.5,4.5,6.5,4.5,3,6.5,7,7,4.5,7,NA,NA,NA,NA,NA,3,1,0,0,NA,NA,NA,NA,25,2,6,1,4,NA,NA,NA,NA,NA,NA,7,8,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,45,65,107,7,10,7,10,5,5,3,10,4,7,4,3.5,7,0,0,0,1
1481000,1,1,"Higher","Higher",80,80,5,6,5,5.5,7,10,7,6.5,6,5,7,1,0,1,7,4.5,4.5,6.5,6.5,3.5,5.5,7,4.5,6.5,NA,NA,NA,NA,NA,4,0,1,1,NA,NA,NA,NA,20,4,9,1,2,NA,2,NA,NA,NA,NA,6,9,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,75,60,110,9,10,9,10,2,NA,5,11,7,7,7,6.5,7,0,0,0,1
1483000,1,1,"Ordinary","Higher",45,45,4,6,6.5,6.5,5.5,19,5,4,7,5,5.5,0,0,1,6,5,5.5,5.5,6.5,7,NA,3,4,NA,6,3.5,5.5,4.5,6.5,1,3,6,2,2,3,5,2,39,4,15,1,5,3,1,NA,NA,NA,NA,9,6,4,8,8,6,5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,90,95,110,6,6,10,6,5,3,1,10,5,4,4,4,7,0,0,1,1
1485000,1,1,"Ordinary","Higher",45,45,6.5,6,5.5,6.5,5.5,12,6.5,6.5,5.5,3,7,1,NA,NA,3,6.5,5.5,5,6.5,2,5.5,3.5,7,6.5,2.5,4.5,2,5.5,3.5,0,1,3,1,3,2,6,2,17,1,9,1,6,6,5,0,2,NA,NA,10,8,7,9,7,7,4,8,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,11,95,65,99,10,10,7,10,6,6,5,10,7,3,7,3.5,5,0,0,1,1
1487000,1,1,"Ordinary","Ordinary/Foundation",15,15,4.5,5.5,4.5,4.5,5.5,16,6.5,6,6,5.5,6,1,1,1,5.5,5,5.5,6,6.5,7,7,7,7,6,NA,NA,NA,NA,NA,0,0,2,0,NA,NA,NA,NA,23,2,7,1,1,NA,3,0,4,4,3,10,9,8,10,NA,NA,NA,NA,0,0,0,1,0,"Mixed",0,0,1,"Mixed",0,0,1,7,65,25,95,9,10,7,9,2,5,4,7,3.5,5.5,1,1.5,7,0,0,1,NA
1489000,1,1,"Ordinary","Higher",40,40,4.5,4.5,6,5.5,6,15,5,2.5,6,4.5,6,1,NA,NA,4.5,4.5,6.5,4,6,2,5.5,6.5,4,3.5,2.5,6,6.5,6,4,7,2,8,3,1,0,2,1,29,2,7,1,3,4,NA,0,1,5,0,3,7,2,7,9,9,8,9,1,0,0,0,0,"Boys Only",0,1,0,"Boys Only",0,1,0,11,55,60,103,6,8,2,9,3,5,2,10,5,0.5,4,2.5,3.5,0,1,0,1
1490000,1,1,"Ordinary","Higher",50,50,5,5,6,4.5,6.5,19,6.5,2,7,3.5,4.5,1,1,1,6,6.5,5.5,6.5,5.5,5.5,7,6.5,7,7,7,6.5,6,6,6.5,0,0,0,0,0,0,0,0,25,3,11,1,6,3,NA,0,4,5,5,10,9,10,10,10,9,10,10,0,0,0,1,0,"Mixed",0,0,1,"Mixed",0,0,1,12,85,65,114,10,10,10,10,6,3,3,11,7,6.5,7,6.5,3.5,0,0,1,1
1492000,1,1,"Foundation","Ordinary/Foundation",0,0,5,6,5.5,6,5.5,12,7,7,7,7,6.5,1,0,1,6.5,4.5,5,5.5,5.5,7,6,4.5,5.5,7,NA,NA,NA,NA,NA,0,2,7,1,NA,NA,NA,NA,20,0,10,1,3,NA,4,0,4,5,5,10,7,3,9,NA,NA,NA,NA,0,0,0,1,0,"Mixed",0,0,1,"Mixed",0,0,1,7,15,35,95,10,9,10,10,4,NA,4,7,7,7,7,3.5,7,0,0,1,1
1496000,1,1,"Ordinary","Higher",46,46,6.5,6.5,6,6,5.5,10,6.5,3,4.5,4.5,6,0,0,1,6.5,3.5,5,5.5,7,5.5,6,5.5,6.5,4,5.5,6.5,4,6.5,6.5,0,0,1,0,0,0,3,0,26,1,8,1,3,4,2,0,4,5,5,10,9,9,10,10,9,7,10,0,0,0,1,0,"Mixed",0,0,1,"Mixed",0,0,1,10,50,25,114,10,10,8,8,3,4,4,8,3,3,3,6,7,0,0,1,1
1497000,1,1,"Foundation","Ordinary/Foundation",0,0,4.5,5.5,5,7,3.5,12,5,5.5,4.5,4,7,0,NA,NA,7,4.5,5,6,6,5,6,5.5,6,6,NA,NA,NA,NA,NA,0,1,2,3,NA,NA,NA,NA,14,3,7,1,1,NA,2,NA,NA,NA,NA,10,8,8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,60,30,110,8,8,9,10,1,2,2,4,3,4,2.5,5,4.5,1,0,1,NA
1501000,1,1,"Ordinary","Higher",37,37,3,3,4,4,6,16,6.5,5,6,4,5.5,1,NA,NA,2,4.5,3,3,6,4.5,6,4.5,3,6.5,4.5,4.5,4.5,6.5,7,5,0,0,0,0,2,2,0,29,3,12,1,5,3,4,0,NA,3,3,5,9,10,10,10,7,8,10,NA,NA,NA,NA,NA,"Mixed",0,0,1,"Mixed",0,0,1,11,90,85,135,7,10,8,10,5,3,4,9,5.5,0.5,1.5,1.5,3.5,0,0,1,1
1502000,1,1,"Higher","Higher",91,91,5.5,5.5,3.5,5.5,5,15,4,7,7,6.5,7,0,NA,NA,5,2.5,3.5,5.5,6,6.5,3,4.5,6,6.5,7,5,5.5,7,7,0,4,3,0,0,1,0,0,25,4,9,1,3,5,NA,0,NA,3,3,10,5,7,10,10,8,10,10,NA,NA,NA,NA,NA,"Mixed",0,0,1,"Mixed",0,0,1,10,60,70,117,7,8,7,10,4,5,5,11,1.5,3,4.5,5,3.5,0,0,1,1
1503000,1,1,"Higher","Higher",81,81,5,5.5,4.5,6.5,5,12,6,5,4,6.5,7,0,NA,NA,7,6,7,6,6,7,7,6,6,7,7,6,7,7,7,0,0,0,1,0,1,0,1,27,4,14,1,3,3,4,0,NA,3,3,10,9,10,9,10,8,10,9,NA,NA,NA,NA,NA,"Mixed",0,0,1,"Mixed",0,0,1,10,90,85,140,10,9,8,9,6,3,4,11,3,2.5,5.5,7,2.5,0,0,1,1
1504000,1,1,"Higher","Higher",81,81,4,6,4,2.5,5.5,17,5.5,6.5,7,2,6,1,0,1,3,4,4.5,7,6.5,4.5,6,4.5,6.5,4,2.5,6,5.5,6,2.5,2,1,4,3,2,0,1,2,26,3,13,1,4,6,5,0,NA,3,3,8,8,6,7,8,9,9,8,NA,NA,NA,NA,NA,"Mixed",0,0,1,"Mixed",0,0,1,11,95,50,124,7,9,8,9,4,6,5,11,6.5,2.5,6,2,1.5,0,0,1,1
1506000,1,1,"Ordinary","Higher",25,25,4.5,5,6,4,5.5,6,6,6.5,7,5,6,0,NA,NA,6,5,5,6,5,4.5,6.5,5,6,6.5,NA,NA,NA,NA,NA,1,0,0,1,NA,NA,NA,NA,20,2,6,1,4,NA,4,NA,NA,NA,NA,9,9,10,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,65,60,110,8,8,7,10,4,NA,4,8,7,6,6.5,4,6.5,0,1,1,1
1507000,1,1,"Higher","Higher",113,NA,4,5,5,2.5,4.5,10,3,3.5,7,3.5,6,0,NA,NA,3,5.5,5.5,5.5,5.5,2.5,7,6.5,7,6,7,7,6.5,7,6,0,0,0,2,0,0,0,2,14,4,14,1,6,5,5,NA,NA,NA,NA,10,9,10,8,10,9,10,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,95,95,114,9,10,9,10,6,5,5,11,7,7,6.5,5.5,7,0,1,1,1
1513000,1,1,"Ordinary","Higher",28,28,4.5,4,4,6,6.5,10,7,4.5,7,5,7,0,NA,NA,4.5,5,3,3.5,6.5,1,7,4,3.5,4,3.5,7,4,4.5,6.5,6,2,10,1,2,1,4,1,19,1,12,1,4,6,4,NA,NA,NA,NA,4,7,0,9,8,8,6,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,80,45,121,9,10,9,7,4,6,5,9,7,5,3.5,2,7,0,0,0,1
1514000,1,1,"Higher","Higher",37,37,4.5,6.5,4.5,6.5,6.5,18,4,4.5,6,4.5,4.5,1,NA,NA,6.5,6.5,6,6.5,6.5,6,5.5,4,5,4.5,6,6.5,5,6,6.5,0,0,5,0,0,0,5,1,22,3,7,1,4,4,5,0,1,5,0,10,9,5,10,10,9,5,9,1,0,0,0,0,"Boys Only",0,1,0,"Boys Only",0,1,0,10,60,40,124,8,10,2,10,5,4,5,10,2,3.5,5,4.5,3.5,0,0,0,1
1515000,1,1,"Higher","Higher",110,NA,3,5.5,6,1.5,6,22,5.5,5,6,5.5,6,1,NA,NA,1.5,3,5.5,5,5.5,3,6.5,5.5,6,5.5,2.5,7,5.5,7,6,0,1,0,1,0,1,0,1,27,4,15,1,3,6,NA,0,1,5,0,10,8,10,9,10,8,10,9,1,0,0,0,0,"Boys Only",0,1,0,"Boys Only",0,1,0,11,100,90,129,10,10,10,10,3,6,5,11,3,3.5,6.5,4,6,0,0,0,1
1516000,1,1,"Higher","Higher",110,NA,5.5,4.5,3.5,6,5.5,11,6,5,6,4.5,4,1,NA,NA,4.5,4,1.5,6,5.5,7,7,7,6.5,5.5,4.5,7,4,6,5.5,0,0,1,1,0,1,2,2,22,4,16,1,3,4,3,0,2,5,0,10,9,9,9,10,8,8,8,0,1,0,0,0,"Boys Only",0,1,0,"Boys Only",0,1,0,11,100,80,124,10,8,10,8,3,5,2,11,3,3,6.5,5,3,0,0,0,1
1517000,1,1,"Higher","Higher",100,100,6,7,4.5,4.5,5.5,15,7,5.5,7,5,7,0,0,0,4,3.5,5,7,6,6.5,4.5,5,7,4.5,NA,NA,NA,NA,NA,1,0,0,2,NA,NA,NA,NA,27,3,15,1,4,NA,NA,0,1,3,2,9,9,10,8,NA,NA,NA,NA,1,0,0,0,0,"Mixed",0,0,1,"Mixed",0,0,1,11,100,80,114,10,10,10,8,4,6,5,11,5.5,7,6.5,7,5.5,0,1,0,1
1518000,1,1,"Higher","Higher",115,NA,4,4.5,5,5.5,6,13,6.5,4,7,3.5,4.5,1,NA,NA,4.5,6,4,2,4,4,2.5,5,4,7,2,3,2.5,4,6,2,2,3,3,4,0,4,3,19,4,16,1,4,4,5,0,1,3,2,8,7,7,7,6,9,6,7,1,0,0,0,0,"Mixed",0,0,1,"Mixed",0,0,1,11,95,100,135,9,10,10,1,4,4,5,12,3.5,7,1.5,4,7,0,1,0,1
1520000,1,1,"Higher","Higher",102,NA,2.5,4.5,5.5,3.5,4.5,15,4,3,7,5,6.5,1,NA,NA,5,3,6,4.5,5,6.5,5,5,4.5,6.5,5,4,4.5,4,4.5,3,2,0,1,5,2,3,0,23,4,8,1,5,5,5,0,1,5,5,7,7,10,9,5,7,7,10,1,0,0,0,0,"Mixed",0,0,1,"Mixed",0,0,1,10,90,50,121,9,9,8,10,6,5,5,11,1.5,3.5,1.5,3.5,3,0,1,1,1
1521000,1,1,"Higher","Higher",85,85,4,5,2.5,5.5,5.5,15,7,7,2.5,2.5,4.5,0,NA,NA,4,3.5,3.5,5,5.5,5.5,4.5,3,6,6.5,6,5.5,5,4,6,2,2,5,0,3,1,4,1,33,4,15,1,5,3,5,0,1,5,0,8,7,5,10,7,8,6,9,1,0,0,0,0,"Boys Only",0,1,0,"Boys Only",0,1,0,12,95,70,129,9,9,7,10,6,3,5,10,3,4,3,3,3,0,1,0,1
1522000,1,1,"Higher","Higher",102,NA,5,4,3.5,5,6.5,21,7,2.5,6,4.5,5.5,0,NA,NA,4.5,6.5,3.5,5,7,4.5,5.5,4,5.5,6,4,6.5,6.5,6,6.5,1,0,3,1,1,0,1,2,36,4,17,1,4,3,4,NA,NA,NA,NA,9,9,7,9,9,9,9,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,95,95,161,10,10,8,9,5,5,3,12,3.5,5,3,4.5,3,0,1,1,1
1523000,1,1,"Higher","Ordinary/Foundation",102,NA,2.5,6.5,5,3,4.5,16,4.5,7,6.5,6.5,4.5,1,0,1,4,3,6,6,3.5,4.5,6.5,6.5,7,2,1.5,7,7,7,4,0,0,2,0,0,0,3,1,22,2,8,1,4,4,5,0,1,5,0,10,9,8,10,10,9,7,9,1,0,0,0,0,"Boys Only",0,1,0,"Boys Only",0,1,0,10,85,95,95,9,10,10,10,5,4,5,11,4.5,4.5,7,3,1,0,1,0,1
1527000,1,1,"Ordinary","Higher",30,30,4,6,6.5,3.5,5.5,17,6.5,4.5,7,7,5.5,0,NA,NA,3.5,3.5,6.5,6,7,7,2,5.5,6,7,6,3.5,3.5,6,7,0,2,3,0,2,4,5,4,39,4,11,1,5,6,4,NA,NA,NA,NA,10,7,7,10,8,5,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,75,75,129,10,6,1,10,5,6,1,10,3.5,1.5,3.5,3.5,6.5,0,0,1,1
1530000,1,1,"Ordinary","Higher",40,40,4,7,4,2.5,6.5,14,4,4,6.5,4,4,0,NA,NA,4.5,4,5.5,6.5,6.5,4.5,6,4,7,6,4,6.5,4.5,6,5.5,0,1,1,1,1,1,2,2,25,3,11,1,3,3,2,NA,NA,NA,NA,10,8,9,9,9,8,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,90,65,121,9,9,10,9,3,3,3,10,7,5,5,6,3.5,0,0,1,1
1531000,1,1,"Higher","Higher",102,NA,5,6,5.5,4.5,4,13,6,4.5,6,6,5.5,1,0,1,4,6,5.5,5.5,6,3,5.5,4,3.5,5,3.5,5.5,3,4,4.5,0,1,3,1,0,0,2,3,24,3,13,1,6,6,5,0,2,5,5,10,8,7,9,10,9,8,7,0,1,0,0,0,"Mixed",0,0,1,"Mixed",0,0,1,11,90,85,124,8,8,4,7,6,6,5,12,3.5,2.5,2.5,2,3.5,0,0,1,1
1534000,1,1,"Higher","Higher",125,NA,5,3.5,4.5,4,5.5,18,6,5,4.5,6.5,4,0,NA,NA,5,6,6,5,5.5,5,4.5,5,6,5.5,4,6.5,6.5,6,4.5,1,1,2,1,0,0,0,1,27,4,15,1,6,6,5,NA,NA,NA,NA,9,8,8,9,10,9,10,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,70,95,97,10,10,8,9,6,6,5,12,3,1.5,3,5.5,5.5,0,0,1,1
1535000,1,1,"Higher","Ordinary/Foundation",110,NA,6,6.5,4,4.5,6,11,6,7,5.5,6,6,1,0,1,4,4.5,3.5,5.5,3.5,5,6,4.5,5.5,6.5,5,6.5,4.5,6.5,5.5,0,0,5,1,0,0,4,0,26,4,10,1,5,5,4,NA,NA,NA,NA,10,9,5,9,10,9,6,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,85,65,129,9,10,8,9,6,6,5,12,7,5,5,5,6.5,0,0,1,1
