"ID","Maths_points","Gender_factor","Drum_VR_W2_p","Drum_NA_W2_p","BAS_TS_Mat_W2","SDQ_emot_res_PCG_W2","SDQ_good_cond_PCG_W2","SDQ_focused_beha_PCG_W2","SDQ_positive_peer_PCG_W2","PCG_Educ_W2","SCG_Educ_W2","Income_equi","DEIS_binary_W2","Fee_paying_W2","Mixed","SDQ_emot_PCG_W2","SDQ_cond_PCG_W2","SDQ_hyper_PCG_W2","SDQ_peer_PCG_W2","Drum_VR_W2_p_std","Drum_NA_W2_p_std","BAS_TS_Mat_W2_std","PCG_Educ_W2_std","SCG_Educ_W2_std","Income_equi_std","SDQ_emot_PCG_W2_std","SDQ_cond_PCG_W2_std","SDQ_hyper_PCG_W2_std","SDQ_peer_PCG_W2_std","high_sdq_count","low_sdq_count","risk_group","maths_percentile","resilience","gender_binary","Income_equi_quint","low_income","high_income","low_educ_pcg","high_educ_pcg","low_educ_scg","high_educ_scg","Maths_points_jittered"
3449000,10,"Male",90,90,117,9,7,7,10,5,3,17000,0,0,1,1,3,3,0,1.1455524345375,1.55152632783503,0.017649504572443,0.834498423342269,-0.627113793110829,-0.115491255813362,-0.335856952280232,1.62314951037021,0.296660782261584,-0.726143622596442,1,1,"Moderate Risk",0.491413474240423,"Non-Resilient",1,4,0,1,0,1,1,0,10.0048011973035
3450000,8,"Male",40,30,99,8,8,2,10,3,5,7000,0,0,1,2,2,8,0,-1.13582891254673,-1.11215255182321,-0.98063089969857,-0.778359178113134,0.839123827432658,-1.15747726324636,0.215315315310994,0.822153153975318,2.558355751336,-0.726143622596442,2,1,"High Risk",0.144782034346103,"Non-Resilient",1,1,1,0,1,0,0,1,7.96220561657101
3452000,11,"Male",90,40,124,10,7,7,10,4,3,24000,0,0,1,0,3,3,0,1.1455524345375,-0.66820607188017,0.405869661788948,0.0280696226145673,-0.627113793110829,0.613898949389738,-0.887029219871459,1.62314951037021,0.296660782261584,-0.726143622596442,1,2,"Low Risk",0.603698811096433,"Not Applicable",1,5,0,1,0,1,1,0,10.9052371289581
3455000,10,"Male",85,90,129,9,10,8,10,5,2,14000,0,0,1,1,0,2,0,0.917414299829076,1.55152632783503,0.683169774086452,0.834498423342269,-1.36023260338257,-0.428087058043262,-0.335856952280232,-0.779839558814468,-0.1556782115533,-0.726143622596442,0,2,"Low Risk",0.391809775429326,"Not Applicable",1,3,1,0,0,1,1,0,9.92600830770098
3456000,11,"Male",35,50,107,8,10,9,10,4,6,20000,0,0,0,2,0,1,0,-1.36396704725515,-0.22425959193713,-0.536950720022564,0.0280696226145673,1.5722426377044,0.197104546416538,0.215315315310994,-0.779839558814468,-0.608017205368183,-0.726143622596442,0,3,"Low Risk",0.744253632760898,"Not Applicable",1,4,0,1,0,1,0,1,11.0003855169751
3457000,12,"Male",95,95,117,7,7,10,8,4,5,15000,0,0,1,3,3,0,2,1.37369056924592,1.77349956780655,0.017649504572443,0.0280696226145673,0.839123827432658,-0.323888457299962,0.766487582902221,1.62314951037021,-1.06035619918307,0.729218873512679,3,1,"High Risk",0.950066050198151,"Resilient",1,3,1,0,0,1,0,1,12.0021847712342
3458000,10,"Male",75,50,131,9,10,4,10,6,6,19000,0,0,0,1,0,6,0,0.46113803041223,-0.22425959193713,0.794089819005453,1.64092722406997,1.5722426377044,0.092905945673238,-0.335856952280232,-0.779839558814468,1.65367776370623,-0.726143622596442,1,2,"Low Risk",0.389167767503303,"Not Applicable",1,4,0,1,0,1,0,1,9.92304455521517
3459000,11,"Male",85,40,124,7,10,9,10,6,3,15000,0,1,0,3,0,1,0,0.917414299829076,-0.66820607188017,0.405869661788948,1.64092722406997,-0.627113793110829,-0.323888457299962,0.766487582902221,-0.779839558814468,-0.608017205368183,-0.726143622596442,1,3,"Low Risk",0.670541611624835,"Not Applicable",1,3,1,0,0,1,1,0,10.9512267617509
3460000,7,"Male",45,25,121,10,10,7,10,3,3,12000,0,0,0,0,0,3,0,-0.907690777838306,-1.33412579179473,0.239489594410446,-0.778359178113134,-0.627113793110829,-0.636484259529862,-0.887029219871459,-0.779839558814468,0.296660782261584,-0.726143622596442,0,3,"Low Risk",0.0591809775429326,"Not Applicable",1,3,1,0,1,0,1,0,6.93290120949969
3462000,11,"Male",25,35,131,9,6,3,9,3,3,22000,0,0,0,1,4,7,1,-1.820243316672,-0.890179311851689,0.794089819005453,-0.778359178113134,-0.627113793110829,0.405501747903138,-0.335856952280232,2.4241458667651,2.10601675752112,0.00153762545811847,2,0,"High Risk",0.677675033025099,"Resilient",1,5,0,1,1,0,1,0,10.9558792634867
3464000,11,"Male",40,40,110,10,10,9,10,4,3,9000,0,0,1,0,0,1,0,-1.13582891254673,-0.66820607188017,-0.370570652644062,0.0280696226145673,-0.627113793110829,-0.949080061759762,-0.887029219871459,-0.779839558814468,-0.608017205368183,-0.726143622596442,0,4,"Low Risk",0.640951122853369,"Not Applicable",1,1,1,0,0,1,1,0,10.9305067409761
3467000,8,"Male",60,35,99,10,5,1,9,4,4,18000,1,0,1,0,5,9,1,-0.223276373713038,-0.890179311851689,-0.98063089969857,0.0280696226145673,0.106005017160914,-0.011292655070062,-0.887029219871459,3.22514222316,3.01069474515088,0.00153762545811847,2,1,"High Risk",0.161426684280053,"Non-Resilient",1,4,0,1,0,1,0,1,7.98578160265461
3469000,8,"Male",55,15,107,8,9,6,10,4,2,16000,0,0,0,2,1,4,0,-0.451414508421461,-1.77807227173777,-0.536950720022564,0.0280696226145673,-1.36023260338257,-0.219689856556662,0.215315315310994,0.021156797580425,0.748999776076467,-0.726143622596442,1,1,"Moderate Risk",0.135270805812417,"Non-Resilient",1,4,0,1,0,1,1,0,7.94241588418372
3470000,9,"Male",40,30,92,7,6,4,6,5,2,14000,0,0,0,3,4,6,4,-1.13582891254673,-1.11215255182321,-1.36885105691507,0.834498423342269,-1.36023260338257,-0.428087058043262,0.766487582902221,2.4241458667651,1.65367776370623,2.1845813696218,4,0,"High Risk",0.23883751651255,"Non-Resilient",1,3,1,0,0,1,1,0,8.91559912580997
3472000,8,"Male",85,20,121,8,10,9,5,3,3,7000,0,0,0,2,0,1,5,0.917414299829076,-1.55609903176625,0.239489594410446,-0.778359178113134,-0.627113793110829,-1.15747726324636,0.215315315310994,-0.779839558814468,-0.608017205368183,2.91226261767636,1,2,"Low Risk",0.217701453104359,"Not Applicable",1,1,1,0,1,0,1,0,8.07445156783797
3473000,11,"Male",85,50,107,8,10,5,10,4,2,17000,0,0,0,2,0,5,0,0.917414299829076,-0.22425959193713,-0.536950720022564,0.0280696226145673,-1.36023260338257,-0.115491255813362,0.215315315310994,-0.779839558814468,1.20133876989135,-0.726143622596442,1,2,"Low Risk",0.657595772787318,"Not Applicable",1,4,0,1,0,1,1,0,10.9428354997654
3474000,9,"Male",55,50,95,9,10,10,8,3,4,12000,0,0,0,1,0,0,2,-0.451414508421461,-0.22425959193713,-1.20247098953657,-0.778359178113134,0.106005017160914,-0.636484259529862,-0.335856952280232,-0.779839558814468,-1.06035619918307,0.729218873512679,1,2,"Low Risk",0.252840158520476,"Not Applicable",1,2,1,0,1,0,0,1,8.94056749190204
3475000,11,"Male",90,50,129,10,10,10,10,5,6,33000,0,1,1,0,0,0,0,1.1455524345375,-0.22425959193713,0.683169774086452,0.834498423342269,1.5722426377044,1.55168635607944,-0.887029219871459,-0.779839558814468,-1.06035619918307,-0.726143622596442,0,4,"Low Risk",0.689564068692206,"Not Applicable",1,5,0,1,0,1,0,1,10.9633107752074
3477000,6,"Male",90,45,107,7,9,7,10,3,4,9000,0,0,0,3,1,3,0,1.1455524345375,-0.44623283190865,-0.536950720022564,-0.778359178113134,0.106005017160914,-0.949080061759762,0.766487582902221,0.021156797580425,0.296660782261584,-0.726143622596442,1,1,"Moderate Risk",0.0243064729194188,"Non-Resilient",1,1,1,0,1,0,0,1,5.96606160528026
