"Household_ID","LC_Did_English","Did_Maths","LC_Maths_Level","LC_English_Level","LC_Maths_Points","LC_English_Points","TIPI_Agreeable_YP_W4","TIPI_EmoStab_YP_W4","TIPI_Cons_YP_W4","TIPI_Extra_YP_W4","TIPI_Open_YP_W4","CognitiveNamingFruit_W4","TIPI_Agreeable_PCG_W4","TIPI_EmoStab_PCG_W4","TIPI_Cons_PCG_W4","TIPI_Extra_PCG_W4","TIPI_Open_PCG_W4","Grinds_All_Subjects_W4","Grinds_English_W4","Grinds_Maths_W4","TIPI_Extra_YP_W3","TIPI_Agreeable_YP_W3","TIPI_Cons_YP_W3","TIPI_EmoStab_YP_W3","TIPI_Open_YP_W3","TIPI_Extra_PCG_W3","TIPI_Agreeable_PCG_W3","TIPI_Cons_PCG_W3","TIPI_EmoStab_PCG_W3","TIPI_Open_PCG_W3","TIPI_Extra_SCG_W3","TIPI_Agreeable_SCG_W3","TIPI_Cons_SCG_W3","TIPI_EmoStab_SCG_W3","TIPI_Open_SCG_W3","SDQ_Emo_PCG_W3","SDQ_Conduct_PCG_W3","SDQ_Hyper_PCG_W3","SDQ_Peer_PCG_W3","SDQ_Emo_SCG_W3","SDQ_Conduct_SCG_W3","SDQ_Hyper_SCG_W3","SDQ_Peer_SCG_W3","Cog_Naming_Total_W3","Cog_Maths_Total_W3","Cog_Vocabulary_W3","Gender_YP_W3","PCG_Educ_W3","SCG_Educ_W3","Income_Quin_Eq_W3","DEIS_W3","School_Type_W3","Number_Boys_School_W3","Number_Girls_School_W3","SDQ_Emo_Res_PCG_W3","SDQ_Good_Conduct_PCG_W3","SDQ_Focus_Behav_PCG_W3","SDQ_Posi_Peer_PCG_W3","SDQ_Emo_Res_SCG_W3","SDQ_Good_Conduct_SCG_W3","SDQ_Focus_Behav_SCG_W3","SDQ_Posi_Peer_SCG_W3","Fee_Paying_W3","Non_Fee_Paying_W3","Vocational_W3","Community_College_W3","Comprehensive_School_W3","School_Gender_Type","Girls_Only_School","Boys_Only_School","Mixed_School","School_Gender_Type_W3","Girls_Only_School_W3","Boys_Only_School_W3","Mixed_School_W3"
3887000,1,1,"Ordinary","Higher",35,35,3,3,5,5.5,5,19,6.5,5.5,5.5,6.5,3,1,NA,NA,5,5,5.5,5.5,6,7,7,6,5.5,NA,5.5,6.5,6.5,6.5,6,0,2,1,0,0,2,2,0,25,3,7,1,3,3,NA,NA,NA,NA,NA,10,7,9,10,10,7,8,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3888000,1,1,"Foundation","Ordinary/Foundation",0,0,6,4.5,4,4,6,10,6,4.5,7,3.5,4.5,0,NA,NA,4,6.5,4,4.5,5.5,6,6.5,5,7,6.5,7,7,7,7,7,0,0,1,1,0,0,0,0,28,2,7,1,2,3,1,NA,NA,NA,NA,10,9,9,9,10,9,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3889000,NA,NA,NA,NA,NA,NA,4.5,2.5,3,1.5,4.5,7,7,4.5,5.5,4.5,4,0,NA,NA,4.5,4.5,3,6.5,4.5,1,6,5,4.5,1.5,1.5,4.5,6,4,2.5,4,1,4,4,4,0,3,6,22,2,10,1,3,1,1,NA,NA,NA,NA,6,8,6,6,6,9,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3890000,NA,1,"Ordinary",NA,25,NA,5,2,3,5,3,13,4,5,5.5,6,3.5,0,NA,NA,5,4.5,6,3,6,5.5,6,4.5,4.5,4.5,NA,NA,NA,NA,NA,2,0,3,0,NA,NA,NA,NA,25,3,6,1,3,NA,1,0,5,4,4,8,9,7,10,NA,NA,NA,NA,0,0,0,0,1,"Mixed",0,0,1,"Mixed",0,0,1
3896000,1,1,"Ordinary","Higher",40,40,6,3,5,5.5,5,15,5.5,5.5,6,3,6,0,NA,NA,6,5.5,3.5,3.5,5.5,4,4.5,4.5,5.5,5.5,4.5,4.5,5,4,6.5,4,0,2,2,4,2,5,4,17,3,8,1,3,3,1,0,2,5,0,6,9,8,8,6,7,5,6,0,1,0,0,0,"Boys Only",0,1,0,"Boys Only",0,1,0
3897000,1,1,"Ordinary","Higher",30,30,4.5,4,4.5,4.5,5,13,5,4.5,5.5,3.5,5.5,1,0,0,4.5,5.5,5.5,3.5,5.5,2,6,7,5.5,4,4,6,7,7,6.5,1,1,0,4,0,0,1,2,21,3,11,1,4,3,2,0,2,5,0,9,8,10,6,10,9,9,8,0,1,0,0,0,"Boys Only",0,1,0,"Boys Only",0,1,0
3898000,1,1,"Higher","Higher",91,91,4,2.5,4,4,5.5,20,6.5,4.5,6.5,3.5,5.5,1,0,1,4,4,4.5,4,6,3.5,7,7,6,7,3.5,5,4,7,6.5,0,0,3,0,5,1,0,4,35,2,11,1,2,3,2,0,2,5,0,10,9,7,10,5,8,10,6,0,1,0,0,0,"Boys Only",0,1,0,"Boys Only",0,1,0
3900000,1,1,"Ordinary","Ordinary/Foundation",15,15,5,4,5,4,4.5,8,7,6.5,6.5,4.5,7,0,0,1,5,3,6,2,6,4,7,4.5,7,7,3,7,6.5,5.5,7,0,0,0,1,2,2,2,0,11,0,3,1,3,3,2,0,4,4,3,10,9,10,9,8,7,8,10,0,0,0,1,0,"Mixed",0,0,1,"Mixed",0,0,1
3901000,1,1,"Higher","Higher",91,91,5.5,7,5,4,6.5,12,4,6,4.5,6,6,0,0,1,2.5,6,5.5,5,6,7,4.5,4.5,4,6.5,6,4.5,6,4.5,6,1,1,2,0,0,0,0,0,25,4,14,1,3,4,2,0,2,5,0,9,8,8,10,10,9,10,10,0,1,0,0,0,"Boys Only",0,1,0,"Boys Only",0,1,0
3902000,1,1,"Higher","Higher",102,NA,4.5,5,4.5,5.5,5.5,NA,7,7,5,6.5,7,0,0,1,5.5,4.5,6,4.5,5,7,7,4,7,4,4.5,7,6.5,6.5,4.5,1,0,2,3,0,0,3,0,28,4,13,1,4,5,5,0,1,5,0,9,9,8,7,10,9,7,10,1,0,0,0,0,"Boys Only",0,1,0,"Boys Only",0,1,0
3905000,1,1,"Higher","Higher",85,85,5,6,6.5,2,6,9,6,6.5,6.5,1.5,6,0,NA,NA,4.5,3.5,5.5,6,7,1,5.5,7,6.5,6,1,6.5,7,6.5,6,1,0,2,2,0,0,0,2,12,4,10,1,5,3,5,0,2,5,0,9,9,8,8,10,9,10,8,0,1,0,0,0,"Boys Only",0,1,0,"Boys Only",0,1,0
3906000,1,1,"Ordinary","Higher",40,40,4,5,4,6,5.5,8,NA,NA,NA,NA,NA,1,1,0,5.5,5,3.5,5.5,2,3.5,5,3.5,7,4.5,4.5,5.5,5,7,3.5,0,1,5,3,0,1,5,0,20,2,8,1,3,6,5,0,1,NA,NA,10,8,5,7,10,8,5,10,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
3912000,1,1,"Ordinary","Higher",28,28,6.5,5,4.5,5.5,6.5,13,7,4.5,6.5,1.5,6,1,0,1,6,5.5,6,6.5,6.5,3.5,7,4.5,6,5.5,4.5,5.5,2.5,3,6,5,0,4,0,3,1,4,3,20,0,8,1,6,2,3,0,1,5,4,5,9,6,10,7,8,6,7,1,0,0,0,0,"Mixed",0,0,1,"Mixed",0,0,1
3913000,1,1,"Ordinary","Higher",45,45,4,4.5,4.5,5.5,4.5,16,NA,NA,NA,NA,NA,0,NA,NA,5.5,4,5.5,5.5,5,3.5,3,5,5,4,2.5,3.5,5,6.5,6.5,2,3,1,2,1,2,2,3,34,4,16,1,3,3,2,NA,NA,NA,NA,8,6,9,8,9,7,8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3914000,1,1,"Higher","Higher",91,91,6,4.5,6.5,5.5,5,13,4.5,4.5,4.5,5.5,4.5,1,NA,NA,5,5.5,6,6,6.5,3,6,6,6.5,5,4.5,7,5,4.5,6.5,0,1,1,0,2,1,3,0,34,3,7,1,4,6,3,0,2,NA,NA,10,8,9,10,8,8,7,10,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
3915000,1,1,"Ordinary","Ordinary/Foundation",37,37,4,6,4.5,4.5,5.5,13,4.5,5.5,5,5,5,0,0,0,4.5,4.5,5,5,5.5,4,4,5,5.5,4,4,5,6,7,7,0,4,2,2,0,1,0,2,15,3,9,1,3,3,1,1,3,2,2,10,5,8,8,10,8,10,8,0,0,1,0,0,"Mixed",0,0,1,"Mixed",0,0,1
3916000,1,1,"Ordinary","Higher",37,37,5,5,3.5,6,6,14,6.5,6.5,6.5,3,4.5,1,0,1,6.5,4.5,4,5.5,6,6,7,3,6,7,7,5,2.5,6.5,7,0,0,1,0,0,2,6,1,21,2,16,1,4,6,2,NA,NA,NA,NA,10,9,9,10,10,7,4,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3919000,1,1,"Ordinary","Higher",15,15,5.5,2,4,4.5,7,18,6.5,6.5,5.5,7,7,1,0,1,4,3.5,3.5,3,6,5.5,4.5,4,4,5.5,6,4.5,5,4,6,2,1,3,1,3,1,2,2,32,4,14,1,6,2,1,1,5,5,5,8,8,7,9,7,8,8,8,0,0,0,0,1,"Mixed",0,0,1,"Mixed",0,0,1
3921000,1,1,"Higher","Higher",100,100,4.5,4.5,4,2,4.5,13,5.5,6,7,3,4,1,0,1,2.5,5,3,4.5,5,1.5,2.5,3.5,5.5,5,2.5,4.5,4,5,4.5,1,3,2,4,0,1,2,4,23,4,14,1,5,5,5,1,5,5,5,9,6,8,6,10,8,8,6,0,0,0,0,1,"Mixed",0,0,1,"Mixed",0,0,1
3922000,1,1,"Ordinary","Higher",15,15,3.5,6,5.5,3,3,8,6.5,6.5,6.5,3.5,7,1,NA,NA,3,4,5.5,6,4,4.5,6.5,7,7,6.5,4,6.5,7,7,6,0,0,0,0,0,0,1,0,13,1,10,1,3,3,NA,1,3,3,3,10,9,10,10,10,9,9,10,0,0,1,0,0,"Mixed",0,0,1,"Mixed",0,0,1
3925000,1,1,"Higher","Higher",95,95,3.5,4.5,6.5,6,6,13,6,3.5,6,3.5,6,0,NA,NA,5,4,4.5,2.5,4.5,2,6,6,5,5.5,4.5,4.5,6,3,4.5,0,1,4,1,2,0,1,0,19,4,8,1,5,5,1,NA,NA,NA,NA,10,8,6,9,8,9,9,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3926000,1,1,"Ordinary","Higher",28,28,5.5,7,7,6,5.5,11,5.5,4,4.5,5.5,4,0,NA,NA,4,4.5,7,6.5,6,3.5,4,7,4,6,4.5,6,6,6.5,4.5,0,3,5,2,0,1,0,2,20,1,8,1,3,1,1,0,2,5,5,10,6,5,8,10,8,10,8,0,1,0,0,0,"Mixed",0,0,1,"Mixed",0,0,1
3927000,1,1,"Higher","Higher",113,NA,4.5,6.5,7,6,7,8,6.5,7,7,2,2,0,NA,NA,5.5,4.5,6.5,5.5,6.5,5,4.5,7,6.5,6.5,5.5,3,7,6,5.5,0,1,2,2,1,2,5,3,NA,NA,NA,1,5,5,5,0,2,5,0,10,8,8,8,9,7,5,7,0,1,0,0,0,"Boys Only",0,1,0,"Boys Only",0,1,0
3928000,NA,NA,NA,NA,NA,NA,4,4.5,3.5,4.5,5.5,11,4.5,4.5,4.5,5.5,5.5,0,NA,NA,3.5,4.5,5,3.5,3,3.5,3.5,3,2.5,2.5,NA,NA,NA,NA,NA,6,4,7,9,NA,NA,NA,NA,NA,NA,NA,1,3,NA,1,NA,NA,NA,NA,4,5,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3931000,1,1,"Ordinary","Ordinary/Foundation",30,30,3.5,4.5,3.5,4,6.5,13,6,5,6,3.5,4.5,0,0,1,3.5,3.5,3,2.5,5,2,3,3,3,4,NA,NA,NA,NA,NA,4,2,6,5,NA,NA,NA,NA,27,2,5,1,1,NA,1,0,5,5,5,6,7,4,5,NA,NA,NA,NA,0,0,0,0,1,"Mixed",0,0,1,"Mixed",0,0,1
3932000,1,1,"Ordinary","Ordinary/Foundation",30,30,6.5,5.5,5.5,4,6,11,7,6.5,6.5,3,6,0,NA,NA,4.5,4,5.5,6.5,5,4,7,6,5,6,NA,NA,NA,NA,NA,2,1,1,2,NA,NA,NA,NA,19,3,6,1,3,NA,1,0,5,5,5,8,8,9,8,NA,NA,NA,NA,0,0,0,0,1,"Mixed",0,0,1,"Mixed",0,0,1
3933000,1,1,"Higher","Ordinary/Foundation",105,NA,4.5,3,4.5,5.5,2.5,11,7,7,7,3.5,5,1,NA,NA,3.5,2.5,6,2.5,3,2,7,7,5.5,3.5,3.5,4.5,7,6.5,2,2,0,0,1,0,0,0,1,20,4,7,1,1,5,5,0,1,5,0,8,9,10,9,10,9,10,9,1,0,0,0,0,"Boys Only",0,1,0,"Boys Only",0,1,0
3935000,1,1,"Foundation","Ordinary/Foundation",0,0,6.5,6,7,5.5,7,15,7,6.5,5.5,6.5,5.5,0,NA,NA,3.5,4,4.5,4.5,5.5,4,6,6.5,6,6.5,NA,NA,NA,NA,NA,1,1,2,0,NA,NA,NA,NA,18,0,5,0,5,NA,1,0,2,3,4,9,8,8,10,NA,NA,NA,NA,0,1,0,0,0,"Mixed",0,0,1,"Mixed",0,0,1
3937000,1,1,"Ordinary","Higher",30,30,3,1,5,4,6.5,NA,5,6.5,5.5,3.5,3.5,1,0,0,1.5,3.5,4.5,1,7,7,4.5,7,7,7,6.5,5,7,5.5,5,2,1,0,0,3,2,2,0,25,3,11,1,2,2,2,NA,NA,NA,NA,8,8,10,10,7,7,8,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3940000,1,1,"Ordinary","Higher",0,0,5,3,4.5,1.5,5.5,10,5,5.5,6.5,4,5.5,0,NA,NA,2.5,5,5.5,4,5.5,5,5.5,4.5,5.5,6,2.5,4,6,5,5,2,2,0,1,1,2,3,2,13,1,7,1,2,3,3,1,5,4,4,8,7,10,9,9,7,7,8,0,0,0,0,1,"Mixed",0,0,1,"Mixed",0,0,1
3942000,NA,NA,NA,NA,NA,NA,2.5,7,4.5,4,5,10,4.5,4,6.5,4,6.5,0,NA,NA,6,5,6.5,5,6,7,4.5,5,7,4.5,NA,NA,NA,NA,NA,1,1,2,1,NA,NA,NA,NA,31,1,7,1,2,NA,1,1,3,4,2,9,8,8,9,NA,NA,NA,NA,0,0,1,0,0,"Mixed",0,0,1,"Mixed",0,0,1
3945000,1,1,"Higher","Higher",110,NA,5,6,5,5,5,10,5,4.5,7,6.5,4.5,0,NA,NA,4,6,6,4.5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,3,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3947000,1,1,"Ordinary","Higher",20,20,4,3.5,6.5,6.5,6.5,NA,4.5,5,5.5,4,3.5,1,0,0,7,3.5,5.5,5,6.5,6,4,3.5,3,5.5,6,6,4,3,5,3,0,8,1,2,3,6,0,25,2,4,1,3,3,3,0,2,5,0,7,9,2,9,8,6,4,10,0,1,0,0,0,"Boys Only",0,1,0,"Boys Only",0,1,0
3951000,1,1,"Higher","Higher",102,NA,6,5.5,5,4.5,4,11,6.5,3,7,7,7,1,NA,NA,5,5.5,6.5,5,5.5,5,7,7,7,7,3.5,7,6.5,6.5,6,0,0,0,4,2,0,2,2,14,3,7,1,3,5,5,0,1,5,0,10,9,10,6,8,9,8,8,1,0,0,0,0,"Boys Only",0,1,0,"Boys Only",0,1,0
3953000,1,1,"Higher","Higher",91,91,5,7,5.5,6.5,6,16,6,6,5,5,4.5,1,NA,NA,6,4,4.5,3,7,6.5,6,4.5,5.5,4.5,7,5.5,5,7,6.5,0,2,2,2,1,1,0,2,23,4,6,1,4,5,2,0,2,5,0,10,7,8,8,9,8,10,8,0,1,0,0,0,"Boys Only",0,1,0,"Boys Only",0,1,0
3955000,1,1,"Ordinary","Higher",37,37,4,7,6.5,3.5,4.5,11,5,7,7,6,5,1,NA,NA,4.5,4,5.5,6,6,3,6.5,7,7,4,2,5.5,7,6.5,3.5,1,1,1,1,0,0,0,2,18,2,6,1,4,3,4,NA,NA,NA,NA,9,8,9,9,10,9,10,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3958000,NA,NA,NA,NA,NA,NA,4.5,4,5,3,3,6,6.5,6.5,4.5,7,6.5,0,NA,NA,3,6,6.5,6.5,4,3,7,5,5,3,4,5.5,7,5.5,2,4,0,3,4,4,1,0,4,19,0,2,1,1,2,NA,0,5,5,5,6,9,7,6,6,8,10,6,0,0,0,0,1,"Mixed",0,0,1,"Mixed",0,0,1
3959000,1,1,"Ordinary","Higher",40,40,5.5,6,5,6,6,11,6,5,6.5,3.5,5.5,1,NA,NA,6,4,5,5,5,6,6.5,5.5,7,6.5,5.5,5,3.5,4,5,0,2,3,1,3,1,3,0,26,4,7,1,5,2,4,0,5,5,5,10,7,7,9,7,8,7,10,0,0,0,0,1,"Mixed",0,0,1,"Mixed",0,0,1
3961000,1,1,"Higher","Higher",100,100,5,6,4,6.5,5.5,13,6,6.5,6.5,4,6,1,NA,NA,5.5,4,4,6,6,5.5,6,3.5,6,5,NA,NA,NA,NA,NA,2,1,3,0,NA,NA,NA,NA,26,4,9,1,5,NA,5,0,1,5,0,8,8,7,10,NA,NA,NA,NA,1,0,0,0,0,"Boys Only",0,1,0,"Boys Only",0,1,0
3962000,1,1,"Higher","Higher",102,NA,5.5,5.5,4,5.5,4.5,22,6,5.5,7,6.5,5,1,0,0,5,3,6.5,6.5,6.5,5,3.5,7,6.5,6.5,5,4.5,6,3.5,5,0,0,7,1,0,1,6,1,27,3,7,1,5,6,4,0,1,5,0,10,9,3,9,10,8,4,9,1,0,0,0,0,"Boys Only",0,1,0,"Boys Only",0,1,0
3965000,1,1,"Higher","Higher",85,85,4.5,7,5.5,5,5.5,14,7,7,6.5,4,4,1,NA,NA,6,5,5,4.5,6.5,7,4,7,6.5,6.5,7,5.5,7,6.5,6.5,0,2,2,0,0,0,1,2,16,3,9,1,4,4,3,NA,NA,NA,NA,10,7,8,10,10,9,9,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3966000,1,1,"Higher","Higher",115,NA,6.5,4,3,2,5,13,6.5,6,6,2,6,1,NA,NA,3.5,5.5,6,5.5,5.5,1,7,7,6.5,2,1,7,7,7,4,1,0,0,3,2,0,0,2,31,4,17,1,5,5,3,0,2,5,0,9,9,10,7,8,9,10,8,0,1,0,0,0,"Boys Only",0,1,0,"Boys Only",0,1,0
3967000,1,1,"Ordinary","Higher",50,50,4,6,4,5.5,6.5,20,6.5,6.5,6,4,6.5,1,NA,NA,5.5,4,4.5,6,7,3.5,4,3,6,6.5,4,2,1,6,6,1,0,5,2,0,3,6,3,19,2,10,1,3,2,3,0,1,5,0,9,9,5,8,10,6,4,7,1,0,0,0,0,"Boys Only",0,1,0,"Boys Only",0,1,0
3969000,1,1,"Higher","Higher",125,NA,5.5,5.5,5.5,4,3.5,15,4.5,4,7,7,5.5,1,NA,NA,4,5.5,6.5,5,4,4.5,7,7,7,6.5,4.5,7,6.5,6.5,NA,0,0,0,0,1,1,2,0,19,4,15,1,6,6,5,0,1,5,0,10,9,10,10,9,8,8,10,1,0,0,0,0,"Boys Only",0,1,0,"Boys Only",0,1,0
3972000,1,1,"Higher","Ordinary/Foundation",102,NA,2,5,4.5,5,5,13,4.5,7,6,6.5,6.5,1,0,1,4,3,3.5,4.5,4,5.5,6.5,5.5,6,4,5.5,6.5,4.5,5,7,2,0,5,2,2,2,5,3,39,2,6,1,5,5,5,0,2,NA,NA,8,9,5,8,8,7,5,7,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
3973000,1,1,"Ordinary","Higher",45,45,3.5,6,7,5,5.5,14,4.5,7,7,7,6.5,1,NA,NA,4,6,4.5,7,6.5,3.5,6,5,7,7,6,7,6,7,7,1,0,3,1,1,0,0,0,30,2,13,1,6,6,5,0,1,5,0,9,9,7,9,9,9,10,10,1,0,0,0,0,"Boys Only",0,1,0,"Boys Only",0,1,0
3974000,1,1,"Ordinary","Higher",NA,NA,6,4.5,4.5,6.5,6,19,7,6,7,2,3.5,0,NA,NA,6,5,5,6,5,6.5,7,6.5,5,5,4.5,5.5,4,6,5.5,1,0,0,0,3,0,4,3,21,1,8,1,4,3,1,0,2,5,0,9,9,10,10,7,9,6,7,0,1,0,0,0,"Boys Only",0,1,0,"Boys Only",0,1,0
3975000,1,1,"Higher","Ordinary/Foundation",115,NA,5.5,5,6,5.5,5.5,15,6.5,6.5,7,5.5,4.5,0,NA,NA,5,4,7,6.5,5.5,7,7,7,7,7,7,7,7,6.5,6.5,0,2,2,0,0,0,0,1,23,3,8,1,5,5,5,NA,NA,NA,NA,10,7,8,10,10,9,10,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3978000,1,1,"Ordinary","Higher",56,56,6,7,6.5,4.5,3,13,6.5,4.5,6.5,4.5,6,1,NA,NA,7,6.5,6,7,7,7,7,7,4,7,NA,NA,NA,NA,NA,0,0,0,2,NA,NA,NA,NA,18,1,11,1,4,NA,NA,0,2,4,4,10,9,10,8,NA,NA,NA,NA,0,1,0,0,0,"Mixed",0,0,1,"Mixed",0,0,1
3981000,1,1,"Foundation","Ordinary/Foundation",NA,NA,6.5,6,6.5,3,6,11,NA,NA,NA,NA,NA,0,NA,NA,6,3.5,4.5,7,5.5,4.5,6.5,4,7,6.5,NA,NA,NA,NA,NA,2,0,3,0,NA,NA,NA,NA,23,3,5,1,3,NA,1,0,3,2,2,8,9,7,10,NA,NA,NA,NA,0,0,1,0,0,"Mixed",0,0,1,"Mixed",0,0,1
3983000,1,1,"Higher","Higher",113,NA,4,2.5,4.5,2.5,5.5,14,6,5.5,5.5,4,6,1,NA,NA,7,3.5,6,4,6,4,6,5,3.5,7,NA,NA,NA,NA,NA,3,0,3,2,NA,NA,NA,NA,19,4,9,1,5,NA,5,NA,NA,NA,NA,7,9,7,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3984000,1,1,"Ordinary","Higher",56,56,5,7,4,3,5.5,15,5.5,4,6,5,6.5,0,NA,NA,3.5,3,4.5,6.5,7,3,4.5,4,7,6.5,NA,NA,NA,NA,NA,1,3,3,0,NA,NA,NA,NA,31,4,10,1,3,NA,3,NA,NA,NA,NA,9,6,7,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3987000,1,1,"Ordinary","Ordinary/Foundation",NA,NA,5,4.5,5,4,6,15,5.5,5.5,7,5,4,0,NA,NA,5,3.5,4.5,6.5,6.5,5,7,4,4.5,6.5,NA,NA,NA,NA,NA,0,0,0,1,NA,NA,NA,NA,24,2,9,1,3,NA,2,0,2,2,2,10,9,10,9,NA,NA,NA,NA,0,1,0,0,0,"Mixed",0,0,1,"Mixed",0,0,1
3992000,1,1,"Higher","Higher",102,NA,5,6,6,4.5,6.5,11,6,5,6.5,4,6,1,NA,NA,2.5,6,4,6,6.5,4,6.5,5.5,4,6.5,2.5,5,2.5,6.5,6,1,0,0,3,2,0,2,4,25,3,10,1,6,6,5,NA,NA,NA,NA,9,9,10,7,8,9,8,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3993000,1,1,"Ordinary","Ordinary/Foundation",45,45,4,5,4,5,4,11,5,6.5,4.5,7,4.5,1,NA,NA,5.5,5.5,3,5.5,4.5,5.5,3,2,3,4.5,NA,NA,NA,NA,NA,3,5,9,1,NA,NA,NA,NA,21,4,15,1,5,NA,4,0,2,2,2,7,4,1,9,NA,NA,NA,NA,0,1,0,0,0,"Mixed",0,0,1,"Mixed",0,0,1
3994000,1,1,"Ordinary","Higher",20,20,3,5.5,6,5.5,7,18,6.5,3,6.5,6.5,6,1,NA,NA,4.5,3.5,6,4.5,6.5,4,7,6.5,7,6.5,4.5,6.5,6.5,6.5,6,0,1,1,2,1,1,1,1,23,3,9,1,2,3,1,NA,NA,NA,NA,10,8,9,8,9,8,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3995000,1,1,"Ordinary","Higher",30,30,4.5,6,7,4.5,6.5,13,7,6,7,5,6.5,0,0,1,6.5,4,4,6,6,4,4.5,7,3.5,6,4,7,6.5,6,6.5,3,1,0,3,0,1,0,1,19,0,5,1,4,5,1,NA,NA,NA,NA,7,8,10,7,10,8,10,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3996000,1,1,"Higher","Higher",125,NA,5,5.5,6.5,4.5,5.5,20,6.5,6,6,6,5,1,NA,NA,5.5,6,7,3.5,5,6,7,7,6.5,6,4.5,6.5,7,6,6,0,0,0,0,0,0,0,1,34,4,15,1,5,5,5,0,5,5,5,10,9,10,10,10,9,10,9,0,0,0,0,1,"Mixed",0,0,1,"Mixed",0,0,1
3997000,1,1,"Higher","Higher",115,NA,3,6,7,6.5,5,16,4.5,5,7,3,2.5,0,NA,NA,5,1,7,5.5,6.5,6,4,6,7,4,7,6.5,7,7,7,1,0,1,1,0,0,0,0,23,3,8,1,2,6,4,NA,NA,NA,NA,9,9,9,9,10,9,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3999000,1,1,"Ordinary","Higher",45,45,4,6,5.5,4.5,5.5,10,4,7,4.5,3,4.5,0,NA,NA,4,3.5,3,4,4,4.5,5.5,6.5,6,6,NA,NA,NA,NA,NA,1,0,2,0,NA,NA,NA,NA,15,1,6,1,NA,NA,NA,NA,NA,NA,NA,9,9,8,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4002000,1,1,"Higher","Higher",113,NA,3.5,2.5,4,3,6.5,17,5.5,4.5,7,5,5.5,1,NA,NA,2.5,3.5,5,4.5,6.5,3.5,3.5,7,6,6.5,2,3.5,5.5,4.5,5.5,0,2,1,1,0,0,1,6,30,4,16,1,6,6,4,0,5,5,5,10,7,9,9,10,9,9,4,0,0,0,0,1,"Mixed",0,0,1,"Mixed",0,0,1
4003000,1,1,"Ordinary","Ordinary/Foundation",60,60,4,7,6.5,7,7,18,4,5,7,7,6.5,0,NA,NA,6,5,5.5,5.5,5.5,6.5,6,4,6.5,6,5.5,1.5,4,5,4,0,2,4,1,0,4,2,0,25,2,2,1,5,2,3,0,5,5,5,10,7,6,9,10,5,8,10,0,0,0,0,1,"Mixed",0,0,1,"Mixed",0,0,1
4005000,1,1,"Ordinary","Higher",0,0,5.5,5.5,6,4.5,5.5,8,5,4.5,4.5,5.5,4.5,1,NA,NA,3,4.5,4.5,6,5,1,6.5,5,4,4.5,NA,NA,NA,NA,NA,4,0,3,2,NA,NA,NA,NA,16,0,7,1,3,NA,NA,0,5,5,5,6,9,7,8,NA,NA,NA,NA,0,0,0,0,1,"Mixed",0,0,1,"Mixed",0,0,1
4007000,1,1,"Ordinary","Higher",35,35,3.5,5,6,5.5,6,14,4.5,5.5,4.5,5.5,5.5,0,NA,NA,6,4.5,6,5.5,6.5,6,6,4.5,6,6.5,5.5,4.5,3,4.5,5.5,0,2,5,0,5,3,5,3,29,3,7,1,3,3,2,0,5,4,4,10,7,5,10,5,6,5,7,0,0,0,0,1,"Mixed",0,0,1,"Mixed",0,0,1
